vuln_id,cve_id,patch_id,patch_name,asset_id,asset_name,system_group,service_name,cvss,exploit_probability,exploit_available,active_exploitation,asset_criticality,data_sensitivity,exposure_level,internet_facing,patch_time,patch_cost,manpower_required,remediation_effectiveness,patch_failure_risk,disruption_impact,rollback_complexity,age_days,severity_label,sla_deadline_days,days_open,dependencies,conflicts
V0032,CVE-2025-1032,P032,Security Patch 32,A045,Asset 45,ERP,Auth,7.4,0.96,1,0,4,3,3,1,6.3,857.47,5.0,0.75,0.05,0.14,0.09,118,Critical,41,15,,
V0033,CVE-2025-1033,P033,Security Patch 33,A021,Asset 21,Cloud,Web,5.6,0.9,1,0,3,4,1,0,6.2,1714.43,0.9,0.63,0.1,0.56,0.72,48,Medium,16,56,P014,
V0034,CVE-2025-1034,P034,Security Patch 34,A002,Asset 2,CRM,Gateway,9.5,0.61,1,0,1,2,3,0,4.9,1500.99,2.4,0.93,0.1,0.18,0.23,389,Medium,44,32,,
V0035,CVE-2025-1035,P035,Security Patch 35,A034,Asset 34,DataLake,Database,5.7,0.4,1,0,5,4,5,0,7.5,3007.49,5.8,0.63,0.29,0.44,0.46,196,Low,40,3,P023,
V0036,CVE-2025-1036,P036,Security Patch 36,A033,Asset 33,Endpoints,Auth,6.5,0.81,0,0,2,5,3,1,2.2,3453.15,2.0,0.59,0.04,0.2,0.59,166,High,14,23,,
V0037,CVE-2025-1037,P037,Security Patch 37,A029,Asset 29,CRM,Database,4.2,0.69,1,1,1,1,5,1,4.4,421.38,4.7,0.67,0.09,0.43,0.59,146,High,23,29,,
V0038,CVE-2025-1038,P038,Security Patch 38,A015,Asset 15,ERP,Payment,5.4,0.57,0,0,1,5,2,0,4.1,1474.62,1.9,0.76,0.31,0.25,0.27,327,Critical,14,57,P011,
V0039,CVE-2025-1039,P039,Security Patch 39,A008,Asset 8,OT,API,5.1,0.87,1,0,3,5,4,1,4.2,5374.91,3.5,0.93,0.1,0.35,0.67,330,Critical,44,49,P028,
V0040,CVE-2025-1040,P040,Security Patch 40,A021,Asset 21,ERP,API,8.5,0.71,0,0,3,1,3,1,3.2,4699.13,4.7,0.71,0.29,0.58,0.25,159,Low,18,12,P026,P014
V0041,CVE-2025-1041,P041,Security Patch 41,A044,Asset 44,Cloud,API,4.9,0.49,0,0,2,4,3,0,3.4,1689.27,1.2,0.84,0.11,0.29,0.72,188,Low,35,58,,
V0042,CVE-2025-1042,P042,Security Patch 42,A005,Asset 5,DataLake,Gateway,6.6,0.75,1,0,5,1,2,0,7.1,5428.12,0.9,0.87,0.28,0.4,0.17,407,High,27,47,,
V0043,CVE-2025-1043,P043,Security Patch 43,A005,Asset 5,CRM,Database,6.4,0.27,1,0,1,4,2,1,6.1,4443.34,4.1,0.94,0.33,0.27,0.16,352,Low,43,48,,
V0044,CVE-2025-1044,P044,Security Patch 44,A008,Asset 8,OT,Auth,6.3,0.89,0,0,5,5,2,0,7.5,1224.71,5.7,0.66,0.12,0.61,0.64,280,Low,25,21,P005,
V0045,CVE-2025-1045,P045,Security Patch 45,A012,Asset 12,DataLake,Gateway,4.4,0.38,0,0,5,1,1,1,1.2,1477.25,3.2,0.84,0.28,0.06,0.51,67,High,12,57,,
V0046,CVE-2025-1046,P046,Security Patch 46,A045,Asset 45,ERP,Gateway,9.7,0.83,1,0,3,2,2,1,7.0,4668.45,2.8,0.91,0.07,0.24,0.48,65,High,31,5,,
V0047,CVE-2025-1047,P047,Security Patch 47,A017,Asset 17,CRM,Database,9.1,0.72,1,1,2,3,4,1,1.8,4454.42,5.7,0.65,0.41,0.14,0.29,381,Low,22,57,P037,P027
V0048,CVE-2025-1048,P048,Security Patch 48,A006,Asset 6,ERP,Payment,6.7,0.25,0,0,4,2,4,0,1.8,2436.77,4.1,0.68,0.33,0.28,0.73,149,Low,32,33,,
V0049,CVE-2025-1049,P049,Security Patch 49,A034,Asset 34,Cloud,Database,6.7,0.66,1,0,3,2,3,1,6.9,3530.95,2.2,0.77,0.3,0.25,0.07,274,Low,7,42,P014,
V0050,CVE-2025-1050,P050,Security Patch 50,A010,Asset 10,ERP,Gateway,5.1,0.78,0,0,2,1,3,0,6.8,3339.52,0.8,0.74,0.16,0.5,0.16,348,Critical,11,27,P023,
V0051,CVE-2025-1051,P051,Security Patch 51,A031,Asset 31,OT,API,9.4,0.39,1,0,5,3,2,1,2.3,3172.43,2.6,0.6,0.1,0.25,0.17,348,Medium,9,56,P006,
V0052,CVE-2025-1052,P052,Security Patch 52,A013,Asset 13,DataLake,Gateway,8.6,0.21,1,0,2,4,5,0,3.8,1139.39,2.3,0.88,0.08,0.28,0.26,161,High,7,5,,
V0053,CVE-2025-1053,P053,Security Patch 53,A019,Asset 19,CRM,Gateway,7.2,0.18,1,0,2,4,3,0,2.3,3446.66,1.7,0.88,0.05,0.39,0.63,194,Medium,23,18,,
V0054,CVE-2025-1054,P054,Security Patch 54,A004,Asset 4,OT,Web,8.4,0.92,1,0,3,3,1,1,2.7,1439.73,0.7,0.62,0.4,0.29,0.61,45,Critical,17,34,,
V0055,CVE-2025-1055,P055,Security Patch 55,A030,Asset 30,ERP,Payment,9.9,0.58,1,0,5,5,2,1,2.9,2475.63,5.0,0.68,0.27,0.29,0.11,88,Low,21,41,,
V0056,CVE-2025-1056,P056,Security Patch 56,A027,Asset 27,CRM,Auth,6.6,0.49,1,0,5,2,5,1,1.9,2203.64,1.5,0.93,0.32,0.31,0.51,111,Critical,42,2,,
V0057,CVE-2025-1057,P057,Security Patch 57,A048,Asset 48,DataLake,Auth,4.0,0.44,1,0,2,1,5,1,6.8,1181.75,4.8,0.67,0.28,0.45,0.67,66,Critical,9,23,P032,
V0058,CVE-2025-1058,P058,Security Patch 58,A019,Asset 19,Endpoints,Gateway,4.3,0.97,1,0,4,3,3,1,3.1,4975.8,1.0,0.72,0.39,0.14,0.26,241,Low,11,25,,
V0059,CVE-2025-1059,P059,Security Patch 59,A020,Asset 20,Endpoints,Payment,5.0,0.75,1,1,3,5,3,0,3.0,3031.26,1.9,0.7,0.26,0.34,0.12,119,Medium,16,10,P050,
V0060,CVE-2025-1060,P060,Security Patch 60,A044,Asset 44,ERP,Database,8.1,0.2,1,0,4,2,4,1,1.1,1081.54,1.1,0.94,0.17,0.24,0.18,248,Low,43,37,P033,
V0061,CVE-2025-1061,P061,Security Patch 61,A027,Asset 27,DataLake,Database,6.2,0.42,0,0,1,2,5,1,3.1,1022.42,1.0,0.83,0.14,0.33,0.23,402,Medium,10,38,,P026
V0062,CVE-2025-1062,P062,Security Patch 62,A011,Asset 11,ERP,Database,7.8,0.37,1,1,3,4,2,1,4.1,5327.66,2.0,0.92,0.33,0.35,0.39,174,Medium,25,51,P043,
V0063,CVE-2025-1063,P063,Security Patch 63,A048,Asset 48,OT,Payment,6.7,0.6,0,0,1,5,2,0,3.4,4831.43,5.2,0.97,0.25,0.2,0.09,246,Critical,25,15,P032,
V0064,CVE-2025-1064,P064,Security Patch 64,A014,Asset 14,Endpoints,Payment,5.6,0.7,1,1,5,2,3,0,1.0,3593.23,2.2,0.73,0.2,0.18,0.28,359,Critical,25,26,,
V0065,CVE-2025-1065,P065,Security Patch 65,A029,Asset 29,Endpoints,Auth,6.9,0.78,1,1,2,1,5,1,2.3,3222.31,0.7,0.93,0.3,0.15,0.45,110,Critical,36,0,P061,
V0066,CVE-2025-1066,P066,Security Patch 66,A047,Asset 47,DataLake,Gateway,6.9,0.78,0,0,2,1,4,1,2.9,3621.54,2.2,0.75,0.4,0.19,0.44,15,High,22,20,P038,
V0067,CVE-2025-1067,P067,Security Patch 67,A024,Asset 24,ERP,Payment,5.4,0.77,0,0,3,4,1,0,3.1,1866.59,3.5,0.61,0.28,0.36,0.5,113,High,30,8,P055,
V0068,CVE-2025-1068,P068,Security Patch 68,A024,Asset 24,ERP,Web,7.0,0.52,1,1,4,5,5,1,4.6,4283.5,2.0,0.97,0.22,0.41,0.25,218,Low,8,20,P025,P046
V0069,CVE-2025-1069,P069,Security Patch 69,A032,Asset 32,OT,Database,4.8,0.92,1,0,2,2,3,0,5.9,3377.65,1.6,0.94,0.37,0.45,0.56,241,High,6,45,,
V0070,CVE-2025-1070,P070,Security Patch 70,A028,Asset 28,OT,Database,7.1,0.21,1,0,5,1,1,0,4.3,4063.3,5.4,0.95,0.41,0.22,0.6,258,High,33,15,,
V0071,CVE-2025-1071,P071,Security Patch 71,A018,Asset 18,CRM,Auth,8.1,0.56,0,0,1,5,1,0,7.4,2113.48,5.6,0.7,0.14,0.36,0.45,87,Critical,29,14,,
V0072,CVE-2025-1072,P072,Security Patch 72,A001,Asset 1,CRM,Gateway,5.6,0.22,0,0,4,2,4,0,7.0,3613.37,5.2,0.78,0.08,0.1,0.45,387,Critical,42,13,P002,
V0073,CVE-2025-1073,P073,Security Patch 73,A014,Asset 14,CRM,Database,9.4,0.96,0,1,1,2,2,1,2.2,4958.07,2.0,0.79,0.04,0.6,0.34,208,Low,40,11,,
V0074,CVE-2025-1074,P074,Security Patch 74,A022,Asset 22,DataLake,Gateway,6.1,0.23,1,1,3,5,4,1,6.0,1219.7,4.2,0.88,0.39,0.39,0.45,388,Low,31,50,P036,
V0075,CVE-2025-1075,P075,Security Patch 75,A037,Asset 37,OT,Gateway,8.9,0.62,0,0,5,1,1,0,1.7,2002.3,1.1,0.91,0.26,0.12,0.05,150,Medium,10,47,P035,
V0076,CVE-2025-1076,P076,Security Patch 76,A038,Asset 38,Cloud,Database,9.5,0.4,1,1,5,4,1,1,3.7,5114.6,5.9,0.74,0.03,0.14,0.17,404,Critical,40,7,,
V0077,CVE-2025-1077,P077,Security Patch 77,A012,Asset 12,ERP,API,8.4,0.33,1,0,5,3,3,1,5.6,2856.25,3.4,0.78,0.26,0.09,0.3,382,Medium,41,59,,
V0078,CVE-2025-1078,P078,Security Patch 78,A008,Asset 8,DataLake,API,4.7,0.59,1,0,2,1,5,0,4.2,3030.34,5.6,0.77,0.42,0.62,0.75,350,Medium,37,57,P047,P049
V0079,CVE-2025-1079,P079,Security Patch 79,A016,Asset 16,Endpoints,Auth,4.7,0.59,0,1,3,3,2,1,6.1,1514.38,3.7,0.66,0.41,0.24,0.11,310,Medium,15,42,,
V0080,CVE-2025-1080,P080,Security Patch 80,A012,Asset 12,ERP,Database,7.5,0.43,0,1,4,1,4,0,3.3,2232.67,4.5,0.59,0.32,0.51,0.11,171,Low,44,42,P030,
V0081,CVE-2025-1081,P081,Security Patch 81,A047,Asset 47,DataLake,Gateway,4.9,0.95,1,1,1,3,1,0,3.6,2213.15,2.3,0.59,0.18,0.63,0.15,371,High,24,18,,
V0082,CVE-2025-1082,P082,Security Patch 82,A024,Asset 24,Cloud,Web,4.5,0.91,1,0,2,5,1,0,1.1,4284.29,4.1,0.92,0.29,0.4,0.57,104,High,19,48,,
V0083,CVE-2025-1083,P083,Security Patch 83,A048,Asset 48,OT,Database,6.3,0.86,0,0,1,1,2,1,0.9,2714.48,5.7,0.65,0.05,0.65,0.2,355,Medium,36,55,,
V0084,CVE-2025-1084,P084,Security Patch 84,A015,Asset 15,Endpoints,API,5.0,0.73,1,0,4,5,3,0,6.7,1125.95,3.4,0.98,0.37,0.17,0.3,149,Medium,40,7,P036,
V0085,CVE-2025-1085,P085,Security Patch 85,A002,Asset 2,Endpoints,Database,8.1,0.86,0,0,3,1,5,1,0.8,1592.3,5.0,0.73,0.24,0.49,0.66,33,Low,23,33,,
V0086,CVE-2025-1086,P086,Security Patch 86,A023,Asset 23,DataLake,Auth,6.8,0.38,0,1,2,3,1,0,4.2,404.3,0.8,0.88,0.14,0.14,0.57,30,Low,41,22,P057,
V0087,CVE-2025-1087,P087,Security Patch 87,A007,Asset 7,Endpoints,Database,6.9,0.26,1,0,3,1,4,0,3.2,2077.89,2.8,0.6,0.13,0.18,0.53,360,High,11,5,,
V0088,CVE-2025-1088,P088,Security Patch 88,A032,Asset 32,DataLake,Database,8.2,0.49,0,0,4,3,4,0,7.3,410.83,4.5,0.61,0.26,0.17,0.23,365,Medium,28,7,,P005
V0089,CVE-2025-1089,P089,Security Patch 89,A009,Asset 9,ERP,Gateway,8.7,0.36,0,0,5,2,5,1,1.1,481.02,2.8,0.78,0.16,0.24,0.69,233,Medium,11,8,,
V0090,CVE-2025-1090,P090,Security Patch 90,A005,Asset 5,Endpoints,Gateway,9.7,0.95,0,1,5,1,4,1,3.1,1663.55,4.7,0.59,0.31,0.59,0.58,99,High,26,51,P032,
V0091,CVE-2025-1091,P091,Security Patch 91,A033,Asset 33,ERP,Database,8.2,0.34,1,0,1,2,2,0,6.3,954.9,2.8,0.87,0.41,0.37,0.64,381,High,16,30,,
V0092,CVE-2025-1092,P092,Security Patch 92,A043,Asset 43,CRM,API,8.6,0.49,1,0,1,4,3,1,3.2,5060.57,0.7,0.79,0.4,0.11,0.53,207,Medium,32,18,,
V0093,CVE-2025-1093,P093,Security Patch 93,A030,Asset 30,OT,API,7.3,0.19,0,1,2,5,5,1,0.6,1537.1,1.4,0.98,0.37,0.07,0.38,369,Medium,16,40,P007,
V0094,CVE-2025-1094,P094,Security Patch 94,A024,Asset 24,OT,Payment,5.8,0.2,1,1,5,3,4,0,4.1,490.07,5.3,0.88,0.04,0.24,0.38,298,Low,31,40,,
V0095,CVE-2025-1095,P095,Security Patch 95,A021,Asset 21,Cloud,Database,9.3,0.95,1,0,5,2,3,1,4.7,1798.4,5.7,0.63,0.22,0.63,0.35,25,High,16,47,P073,
V0096,CVE-2025-1096,P096,Security Patch 96,A020,Asset 20,Endpoints,Web,7.3,0.34,0,1,4,2,2,1,0.6,464.45,0.7,0.65,0.39,0.13,0.47,365,Medium,26,16,,
V0097,CVE-2025-1097,P097,Security Patch 97,A009,Asset 9,OT,Database,6.9,0.39,1,0,4,2,4,0,2.4,869.63,2.2,0.6,0.38,0.27,0.52,19,Low,33,47,,
V0098,CVE-2025-1098,P098,Security Patch 98,A005,Asset 5,DataLake,Gateway,9.0,0.66,1,0,2,1,2,0,7.2,3434.22,2.5,0.69,0.34,0.35,0.27,201,Medium,38,54,,
V0099,CVE-2025-1099,P099,Security Patch 99,A031,Asset 31,DataLake,Database,6.2,0.4,1,0,2,4,3,0,5.2,2792.43,2.0,0.69,0.05,0.65,0.56,119,High,22,18,P049,
V0100,CVE-2025-1100,P100,Security Patch 100,A047,Asset 47,DataLake,Auth,7.7,0.84,0,1,3,5,5,1,5.1,4433.92,5.5,0.99,0.2,0.65,0.5,232,Critical,39,29,P081,
V0101,CVE-2025-1101,P101,Security Patch 101,A014,Asset 14,Endpoints,Auth,5.3,0.52,1,0,4,4,3,0,6.0,2451.62,5.7,0.97,0.3,0.5,0.57,254,Critical,23,22,P089,
V0102,CVE-2025-1102,P102,Security Patch 102,A005,Asset 5,DataLake,Web,9.5,0.3,0,0,5,5,4,1,7.1,1877.24,2.9,0.83,0.11,0.12,0.57,129,High,5,27,P045,P075
V0103,CVE-2025-1103,P103,Security Patch 103,A047,Asset 47,OT,API,5.5,0.75,0,0,1,4,4,0,0.6,4036.94,0.7,0.97,0.14,0.28,0.53,401,Critical,11,54,P049,
V0104,CVE-2025-1104,P104,Security Patch 104,A041,Asset 41,Endpoints,API,8.2,0.9,1,0,3,1,1,1,5.6,747.08,4.1,0.95,0.18,0.56,0.21,332,Low,17,49,P023,
V0105,CVE-2025-1105,P105,Security Patch 105,A030,Asset 30,ERP,Auth,6.9,0.43,1,0,2,4,5,1,1.8,882.18,3.8,0.66,0.19,0.06,0.1,311,Medium,33,9,P073,
V0106,CVE-2025-1106,P106,Security Patch 106,A001,Asset 1,ERP,Web,4.7,0.9,0,0,4,5,3,0,7.3,955.75,0.9,0.87,0.05,0.2,0.15,14,Medium,38,52,P025,P074
V0107,CVE-2025-1107,P107,Security Patch 107,A022,Asset 22,CRM,Database,5.5,0.21,1,0,5,1,4,1,1.5,531.15,3.0,0.71,0.15,0.42,0.42,331,High,34,30,,
V0108,CVE-2025-1108,P108,Security Patch 108,A008,Asset 8,CRM,Database,4.4,0.44,0,0,5,4,3,1,3.8,1250.15,3.8,0.95,0.21,0.53,0.11,146,Critical,39,20,P065,
V0109,CVE-2025-1109,P109,Security Patch 109,A008,Asset 8,ERP,Auth,6.4,0.3,0,1,4,2,4,1,2.9,2881.82,1.9,0.59,0.38,0.18,0.67,123,Critical,14,52,P046,
V0110,CVE-2025-1110,P110,Security Patch 110,A018,Asset 18,ERP,Database,4.7,0.22,1,0,3,3,1,0,4.6,1969.11,5.0,0.91,0.08,0.59,0.08,309,High,17,11,,
V0111,CVE-2025-1111,P111,Security Patch 111,A007,Asset 7,Endpoints,API,6.1,0.44,1,0,2,2,1,0,2.0,726.01,4.3,0.9,0.04,0.29,0.68,165,Low,31,29,,
V0112,CVE-2025-1112,P112,Security Patch 112,A047,Asset 47,OT,Gateway,5.0,0.23,0,0,2,4,1,1,3.5,2248.05,4.6,0.6,0.15,0.45,0.62,382,Medium,28,53,,
V0113,CVE-2025-1113,P113,Security Patch 113,A016,Asset 16,Endpoints,Gateway,4.8,0.87,0,0,2,3,1,0,2.1,3604.09,3.3,0.75,0.25,0.61,0.66,252,High,14,19,,
V0114,CVE-2025-1114,P114,Security Patch 114,A001,Asset 1,CRM,Database,6.6,0.42,1,0,5,5,3,1,3.1,522.95,1.9,0.6,0.18,0.56,0.13,303,Low,42,3,P109,
V0115,CVE-2025-1115,P115,Security Patch 115,A028,Asset 28,CRM,API,6.9,0.52,1,1,1,1,1,0,1.4,5120.22,6.0,0.98,0.06,0.35,0.17,36,Medium,29,35,P070,
V0116,CVE-2025-1116,P116,Security Patch 116,A024,Asset 24,Endpoints,Payment,4.1,0.34,1,1,5,5,2,1,6.0,3083.16,1.9,0.94,0.27,0.37,0.09,389,High,33,27,,
V0117,CVE-2025-1117,P117,Security Patch 117,A023,Asset 23,DataLake,Database,5.1,0.49,1,0,4,2,3,0,1.5,3702.74,2.4,0.63,0.36,0.33,0.65,264,Medium,15,12,P030,
V0118,CVE-2025-1118,P118,Security Patch 118,A013,Asset 13,Cloud,Web,6.9,0.32,0,0,4,2,5,0,5.8,596.04,5.0,0.81,0.19,0.1,0.51,314,Critical,40,15,P051,
V0119,CVE-2025-1119,P119,Security Patch 119,A034,Asset 34,DataLake,Payment,5.9,0.37,0,1,2,3,2,0,4.9,2155.93,0.7,0.7,0.03,0.11,0.55,42,Medium,13,11,P053,
V0120,CVE-2025-1120,P120,Security Patch 120,A046,Asset 46,CRM,Gateway,8.5,0.57,1,0,1,3,2,0,6.6,499.07,5.9,0.69,0.12,0.58,0.26,285,High,34,48,,
V0121,CVE-2025-1121,P121,Security Patch 121,A036,Asset 36,ERP,Database,9.5,0.86,0,1,2,3,5,1,1.5,989.67,3.5,0.95,0.25,0.24,0.41,119,High,20,22,P102,P081
V0122,CVE-2025-1122,P122,Security Patch 122,A044,Asset 44,ERP,Gateway,9.2,0.33,1,1,4,4,2,1,4.0,5364.5,4.8,0.6,0.1,0.16,0.74,261,Low,28,4,,
V0123,CVE-2025-1123,P123,Security Patch 123,A033,Asset 33,CRM,Web,9.0,0.42,1,0,1,1,1,1,1.4,4839.34,3.1,0.7,0.4,0.11,0.16,159,High,34,22,,
V0124,CVE-2025-1124,P124,Security Patch 124,A040,Asset 40,CRM,Database,8.2,0.74,0,1,2,1,2,0,1.2,3476.85,1.8,0.8,0.17,0.48,0.44,406,Medium,35,24,,
V0125,CVE-2025-1125,P125,Security Patch 125,A001,Asset 1,CRM,Payment,6.2,0.72,0,1,5,5,4,0,1.9,2210.14,4.0,0.69,0.3,0.28,0.61,277,Low,30,23,,
V0126,CVE-2025-1126,P126,Security Patch 126,A024,Asset 24,CRM,API,9.0,0.87,1,0,3,4,2,1,4.0,1590.57,3.1,0.69,0.2,0.27,0.34,389,Medium,5,59,,
V0127,CVE-2025-1127,P127,Security Patch 127,A021,Asset 21,OT,Database,6.2,0.42,1,1,3,2,4,1,1.9,3635.62,0.8,0.91,0.07,0.54,0.18,219,High,6,24,,
V0128,CVE-2025-1128,P128,Security Patch 128,A032,Asset 32,ERP,Database,9.1,0.58,0,0,4,3,4,1,3.3,4759.47,5.3,0.72,0.15,0.61,0.72,246,Low,13,3,P044,
V0129,CVE-2025-1129,P129,Security Patch 129,A038,Asset 38,ERP,Payment,9.3,0.39,1,0,5,3,3,0,3.2,3657.68,5.1,0.66,0.39,0.19,0.19,177,High,44,4,P023,
V0130,CVE-2025-1130,P130,Security Patch 130,A032,Asset 32,OT,API,8.5,0.21,1,0,4,3,1,1,1.8,4184.69,5.8,0.68,0.15,0.46,0.66,66,Critical,19,0,,
V0131,CVE-2025-1131,P131,Security Patch 131,A047,Asset 47,ERP,Gateway,4.8,0.36,1,0,4,1,5,0,2.7,3113.09,4.3,0.69,0.34,0.43,0.17,178,Critical,7,0,P016,
V0132,CVE-2025-1132,P132,Security Patch 132,A035,Asset 35,DataLake,Gateway,4.3,0.75,0,1,4,3,5,0,2.5,270.75,4.7,0.83,0.38,0.14,0.31,104,Low,6,2,P015,
