vuln_id,cve_id,patch_id,patch_name,asset_id,asset_name,system_group,service_name,cvss,exploit_probability,exploit_available,active_exploitation,asset_criticality,data_sensitivity,exposure_level,internet_facing,patch_time,patch_cost,manpower_required,remediation_effectiveness,patch_failure_risk,disruption_impact,rollback_complexity,age_days,severity_label,sla_deadline_days,days_open,dependencies,conflicts
V0011,CVE-2025-1011,P011,Security Patch 11,A011,Asset 11,ERP,Payment,4.4,0.31,0,0,2,1,4,1,5.8,2521.91,5.5,0.96,0.29,0.17,0.08,144,Medium,25,39,,
V0012,CVE-2025-1012,P012,Security Patch 12,A010,Asset 10,ERP,API,9.7,0.76,0,0,2,4,3,1,6.5,4670.22,1.5,0.64,0.24,0.4,0.73,415,High,35,46,,
V0013,CVE-2025-1013,P013,Security Patch 13,A007,Asset 7,ERP,Gateway,6.4,0.43,1,0,2,1,5,0,5.7,732.09,5.2,0.82,0.39,0.25,0.27,208,Medium,42,55,P007,P006
V0014,CVE-2025-1014,P014,Security Patch 14,A014,Asset 14,DataLake,Database,8.6,0.29,0,0,2,3,4,1,7.3,344.66,0.7,0.86,0.34,0.55,0.57,247,Medium,42,52,P001,
V0015,CVE-2025-1015,P015,Security Patch 15,A001,Asset 1,Endpoints,Auth,5.7,0.55,0,0,2,2,3,1,7.3,1524.29,5.7,0.63,0.08,0.65,0.32,185,Medium,9,24,P009,
V0016,CVE-2025-1016,P016,Security Patch 16,A014,Asset 14,Cloud,Payment,6.8,0.83,1,1,5,4,5,0,2.7,3725.95,3.6,0.59,0.09,0.28,0.7,287,Critical,23,50,P011,
V0017,CVE-2025-1017,P017,Security Patch 17,A013,Asset 13,Cloud,Web,6.5,0.46,1,1,4,2,3,1,4.5,1592.79,3.3,0.62,0.38,0.46,0.46,299,Low,29,7,,
V0018,CVE-2025-1018,P018,Security Patch 18,A003,Asset 3,Cloud,Auth,4.8,0.29,0,0,1,2,5,0,4.7,861.21,2.5,0.96,0.08,0.63,0.1,388,Critical,42,17,,
V0019,CVE-2025-1019,P019,Security Patch 19,A013,Asset 13,DataLake,Database,9.8,0.75,1,0,5,1,2,1,4.4,1859.44,4.0,0.95,0.1,0.07,0.37,62,Low,39,14,P012,P007
V0020,CVE-2025-1020,P020,Security Patch 20,A015,Asset 15,CRM,Web,9.5,0.69,0,0,5,2,2,1,2.2,1057.88,3.8,0.8,0.21,0.57,0.12,272,Low,38,20,,
V0021,CVE-2025-1021,P021,Security Patch 21,A014,Asset 14,OT,Gateway,6.6,0.63,0,1,2,1,2,0,6.2,5498.3,5.5,0.62,0.14,0.16,0.46,341,Low,10,37,P015,
V0022,CVE-2025-1022,P022,Security Patch 22,A015,Asset 15,Cloud,Database,4.2,0.5,1,0,1,1,2,1,5.7,3124.86,3.0,0.79,0.31,0.19,0.09,28,Critical,39,5,P019,
V0023,CVE-2025-1023,P023,Security Patch 23,A013,Asset 13,DataLake,API,7.0,0.36,0,0,5,2,2,0,1.1,983.53,4.1,0.96,0.37,0.57,0.68,91,Low,31,20,,
V0024,CVE-2025-1024,P024,Security Patch 24,A005,Asset 5,DataLake,API,9.2,0.86,1,0,1,1,2,1,3.4,1007.84,5.6,0.67,0.22,0.28,0.18,366,High,6,32,P004,
V0025,CVE-2025-1025,P025,Security Patch 25,A006,Asset 6,DataLake,Web,7.7,0.51,0,0,1,2,5,1,4.2,4173.69,4.9,0.63,0.17,0.25,0.33,257,Low,28,50,,P017
V0026,CVE-2025-1026,P026,Security Patch 26,A012,Asset 12,ERP,Gateway,9.6,0.36,1,1,4,3,1,0,5.5,2270.83,2.9,0.66,0.19,0.38,0.59,280,Medium,42,30,,
V0027,CVE-2025-1027,P027,Security Patch 27,A016,Asset 16,DataLake,Payment,4.5,0.49,0,1,4,3,5,1,6.7,4091.58,2.7,0.59,0.18,0.11,0.65,384,Low,42,8,,
V0028,CVE-2025-1028,P028,Security Patch 28,A005,Asset 5,CRM,API,9.8,0.76,1,1,1,1,5,0,5.8,2928.57,4.0,0.65,0.29,0.28,0.11,380,Medium,15,12,,
V0029,CVE-2025-1029,P029,Security Patch 29,A012,Asset 12,OT,Database,6.1,0.59,1,0,4,4,3,0,2.4,2050.12,5.0,0.67,0.1,0.18,0.35,331,Critical,23,45,,
V0030,CVE-2025-1030,P030,Security Patch 30,A011,Asset 11,DataLake,Payment,5.2,0.43,0,0,4,3,3,1,7.0,1507.13,1.5,0.77,0.33,0.18,0.32,72,Critical,33,28,,P017
V0031,CVE-2025-1031,P031,Security Patch 31,A011,Asset 11,Cloud,Web,4.3,0.57,1,0,2,3,5,0,1.6,2850.09,5.5,0.88,0.34,0.37,0.66,106,Low,10,51,P025,P003
V0032,CVE-2025-1032,P032,Security Patch 32,A006,Asset 6,CRM,Web,8.4,0.44,0,0,4,2,3,1,5.8,1172.01,1.2,0.63,0.1,0.61,0.4,115,Low,38,49,P026,
V0033,CVE-2025-1033,P033,Security Patch 33,A001,Asset 1,Cloud,Web,8.8,0.47,1,0,1,2,5,1,6.4,3115.14,2.9,0.68,0.15,0.64,0.16,407,Medium,20,35,P023,
V0034,CVE-2025-1034,P034,Security Patch 34,A012,Asset 12,CRM,Gateway,8.0,0.22,0,0,2,5,1,1,7.4,3099.69,1.4,0.61,0.1,0.43,0.73,37,High,27,37,P020,
V0035,CVE-2025-1035,P035,Security Patch 35,A001,Asset 1,DataLake,API,8.6,0.16,0,1,5,2,1,1,4.3,2307.33,3.7,0.82,0.03,0.32,0.06,199,Low,40,55,,
V0036,CVE-2025-1036,P036,Security Patch 36,A014,Asset 14,DataLake,Database,7.2,0.9,0,0,2,3,1,0,1.7,4239.78,4.4,0.74,0.35,0.14,0.36,404,Medium,32,36,,P018
V0037,CVE-2025-1037,P037,Security Patch 37,A009,Asset 9,OT,Auth,4.6,0.31,0,0,4,5,2,0,0.6,1088.64,3.1,0.75,0.32,0.32,0.22,62,Medium,6,27,P021,
V0038,CVE-2025-1038,P038,Security Patch 38,A005,Asset 5,ERP,API,4.5,0.73,1,0,4,2,5,1,4.8,2300.35,3.8,0.59,0.21,0.29,0.55,374,Medium,25,17,P017,
V0039,CVE-2025-1039,P039,Security Patch 39,A004,Asset 4,Cloud,Web,5.6,0.25,1,0,1,1,1,0,0.6,2709.57,5.9,0.78,0.24,0.28,0.51,116,High,27,38,,
V0040,CVE-2025-1040,P040,Security Patch 40,A007,Asset 7,ERP,Web,6.1,0.47,0,0,1,2,4,1,1.2,5060.75,2.5,0.74,0.23,0.34,0.64,241,High,21,31,,
V0041,CVE-2025-1041,P041,Security Patch 41,A013,Asset 13,DataLake,Auth,9.8,0.46,0,0,5,5,1,0,0.8,4023.17,4.1,0.83,0.36,0.08,0.29,213,Low,16,57,,
V0042,CVE-2025-1042,P042,Security Patch 42,A007,Asset 7,ERP,Web,8.7,0.52,0,1,5,3,3,0,7.4,3297.41,1.1,0.9,0.37,0.39,0.3,51,Medium,33,43,,
V0043,CVE-2025-1043,P043,Security Patch 43,A012,Asset 12,Endpoints,Payment,9.9,0.23,0,0,5,1,5,0,5.2,5051.69,1.6,0.87,0.33,0.17,0.31,268,High,25,22,,P003
V0044,CVE-2025-1044,P044,Security Patch 44,A015,Asset 15,Endpoints,API,8.5,0.39,0,1,5,4,2,0,4.0,4986.22,4.3,0.67,0.15,0.27,0.13,96,Medium,32,19,P018,
V0045,CVE-2025-1045,P045,Security Patch 45,A016,Asset 16,Cloud,Gateway,6.5,0.92,0,0,3,2,4,0,5.1,699.14,3.1,0.58,0.4,0.57,0.67,225,High,44,22,,
V0046,CVE-2025-1046,P046,Security Patch 46,A002,Asset 2,Endpoints,API,5.0,0.96,0,0,3,1,2,1,7.3,4945.59,2.7,0.76,0.12,0.57,0.43,11,High,34,49,,
V0047,CVE-2025-1047,P047,Security Patch 47,A011,Asset 11,OT,Auth,9.4,0.34,1,1,4,3,3,0,1.6,4347.79,2.3,0.79,0.33,0.11,0.56,315,Critical,16,38,,
V0048,CVE-2025-1048,P048,Security Patch 48,A007,Asset 7,Endpoints,API,7.7,0.71,1,0,2,3,5,0,4.5,4463.38,0.7,0.92,0.32,0.49,0.66,122,Medium,22,9,,
V0049,CVE-2025-1049,P049,Security Patch 49,A003,Asset 3,Endpoints,Database,5.6,0.75,0,0,4,2,2,1,5.2,1586.92,5.6,0.64,0.41,0.27,0.43,128,Low,8,18,P014,
V0050,CVE-2025-1050,P050,Security Patch 50,A004,Asset 4,ERP,Payment,8.1,0.89,0,0,2,1,4,0,7.1,1711.25,3.5,0.67,0.42,0.2,0.63,269,Critical,8,43,,
