vuln_id,cve_id,patch_id,patch_name,asset_id,asset_name,system_group,service_name,cvss,exploit_probability,exploit_available,active_exploitation,asset_criticality,data_sensitivity,exposure_level,internet_facing,patch_time,patch_cost,manpower_required,remediation_effectiveness,patch_failure_risk,disruption_impact,rollback_complexity,age_days,severity_label,sla_deadline_days,days_open,dependencies,conflicts
V0024,CVE-2025-1024,P024,Security Patch 24,A011,Asset 11,Endpoints,Gateway,4.8,0.88,0,0,3,2,2,0,1.6,3500.73,4.0,0.71,0.41,0.63,0.62,306,Low,14,59,,P011
V0025,CVE-2025-1025,P025,Security Patch 25,A007,Asset 7,DataLake,Gateway,4.6,0.48,1,0,3,2,4,0,2.9,4305.91,1.6,0.76,0.35,0.44,0.07,315,Critical,31,48,,
V0026,CVE-2025-1026,P026,Security Patch 26,A008,Asset 8,Endpoints,Web,6.3,0.47,0,1,1,2,1,0,3.0,866.83,3.7,0.79,0.26,0.47,0.53,258,Critical,40,16,,
V0027,CVE-2025-1027,P027,Security Patch 27,A006,Asset 6,Cloud,Payment,7.9,0.32,0,0,2,4,1,0,4.6,4532.86,5.0,0.72,0.09,0.36,0.38,213,Low,36,17,P015,
V0028,CVE-2025-1028,P028,Security Patch 28,A003,Asset 3,OT,Gateway,6.1,0.94,0,0,2,5,2,1,3.4,5334.28,1.6,0.92,0.26,0.6,0.57,61,Low,18,57,,P010
V0029,CVE-2025-1029,P029,Security Patch 29,A004,Asset 4,ERP,Auth,7.0,0.9,0,0,3,3,4,1,4.2,2067.58,4.9,0.89,0.32,0.16,0.5,66,Low,31,3,,P007
V0030,CVE-2025-1030,P030,Security Patch 30,A008,Asset 8,ERP,API,9.8,0.17,1,0,3,3,5,1,5.4,2425.79,4.8,0.97,0.17,0.55,0.37,74,High,35,20,,
V0031,CVE-2025-1031,P031,Security Patch 31,A001,Asset 1,Cloud,Gateway,5.9,0.58,0,0,5,5,2,0,3.3,676.43,2.9,0.98,0.29,0.43,0.47,4,Critical,9,25,P012,
V0032,CVE-2025-1032,P032,Security Patch 32,A009,Asset 9,Cloud,Auth,6.2,0.55,0,0,5,4,2,0,5.5,954.65,1.4,0.66,0.4,0.51,0.73,234,Critical,36,31,P024,P012
V0033,CVE-2025-1033,P033,Security Patch 33,A007,Asset 7,Cloud,Database,8.6,0.86,0,1,4,4,1,1,5.8,2154.3,5.9,0.97,0.26,0.57,0.55,142,Medium,40,47,,
V0034,CVE-2025-1034,P034,Security Patch 34,A003,Asset 3,ERP,Web,6.9,0.78,0,1,2,4,1,1,3.1,1807.36,3.0,0.79,0.34,0.5,0.39,272,Medium,14,29,,
V0035,CVE-2025-1035,P035,Security Patch 35,A010,Asset 10,CRM,API,4.6,0.21,1,1,2,3,5,1,5.7,4653.63,1.1,0.75,0.42,0.16,0.1,127,Low,16,23,,
