vuln_id,cve_id,patch_id,patch_name,asset_id,asset_name,system_group,service_name,cvss,exploit_probability,exploit_available,active_exploitation,asset_criticality,data_sensitivity,exposure_level,internet_facing,patch_time,patch_cost,manpower_required,remediation_effectiveness,patch_failure_risk,disruption_impact,rollback_complexity,age_days,severity_label,sla_deadline_days,days_open,dependencies,conflicts
V0013,CVE-2025-1013,P013,Security Patch 13,A013,Asset 13,CRM,Gateway,4.4,0.5,1,0,4,1,4,1,3.6,4374.59,1.5,0.77,0.18,0.45,0.23,150,Medium,44,44,,P002
V0014,CVE-2025-1014,P014,Security Patch 14,A014,Asset 14,Endpoints,Payment,8.7,0.53,1,0,5,2,3,0,0.6,3162.55,2.6,0.79,0.21,0.06,0.19,147,Low,13,59,P004,
V0015,CVE-2025-1015,P015,Security Patch 15,A003,Asset 3,ERP,Database,8.5,0.53,0,0,1,4,3,0,2.0,4280.45,3.1,0.85,0.13,0.61,0.28,289,Critical,44,6,P005,
V0016,CVE-2025-1016,P016,Security Patch 16,A037,Asset 37,OT,Auth,9.8,0.23,0,0,4,3,2,1,7.4,3992.13,2.6,0.99,0.31,0.31,0.15,210,Critical,36,12,P006,
V0017,CVE-2025-1017,P017,Security Patch 17,A046,Asset 46,CRM,Database,8.7,0.23,1,0,2,3,2,0,5.1,5028.86,5.1,0.64,0.17,0.51,0.64,71,High,37,55,,
V0018,CVE-2025-1018,P018,Security Patch 18,A035,Asset 35,ERP,API,6.8,0.24,1,0,4,3,4,1,7.0,2334.57,5.8,0.97,0.21,0.13,0.65,141,Medium,10,15,,
V0019,CVE-2025-1019,P019,Security Patch 19,A067,Asset 67,Endpoints,API,5.2,0.37,0,1,4,2,2,0,2.6,1573.22,0.9,0.89,0.09,0.51,0.42,7,Low,29,35,,
V0020,CVE-2025-1020,P020,Security Patch 20,A031,Asset 31,ERP,API,5.8,0.72,1,0,5,3,3,0,2.5,411.97,2.6,0.75,0.09,0.15,0.15,90,Critical,18,39,,
V0021,CVE-2025-1021,P021,Security Patch 21,A002,Asset 2,Endpoints,Database,5.0,0.97,0,0,4,2,4,1,4.3,3519.84,2.6,0.58,0.12,0.52,0.39,323,Medium,9,55,,
V0022,CVE-2025-1022,P022,Security Patch 22,A042,Asset 42,Cloud,Auth,5.9,0.82,0,0,3,1,5,0,0.6,2766.61,0.6,0.95,0.38,0.41,0.21,310,Low,26,40,,
V0023,CVE-2025-1023,P023,Security Patch 23,A026,Asset 26,Endpoints,Gateway,7.1,0.32,1,0,4,5,4,1,6.8,1475.59,1.1,0.6,0.32,0.4,0.16,371,High,38,18,P020,P010
V0024,CVE-2025-1024,P024,Security Patch 24,A067,Asset 67,Endpoints,Web,6.7,0.89,1,1,2,1,1,0,4.0,2011.51,2.7,0.99,0.37,0.09,0.21,361,High,41,53,,
V0025,CVE-2025-1025,P025,Security Patch 25,A073,Asset 73,ERP,Database,5.0,0.16,0,1,5,5,2,1,1.6,3708.18,4.6,0.91,0.23,0.1,0.51,6,Critical,44,49,,
V0026,CVE-2025-1026,P026,Security Patch 26,A047,Asset 47,CRM,API,4.6,0.88,0,0,5,2,4,1,4.4,1974.46,4.9,0.76,0.29,0.42,0.6,65,High,13,28,P011,P012
V0027,CVE-2025-1027,P027,Security Patch 27,A075,Asset 75,Endpoints,Payment,8.8,0.45,0,0,2,2,4,1,6.8,2869.23,3.6,0.74,0.42,0.32,0.16,330,High,23,39,,
V0028,CVE-2025-1028,P028,Security Patch 28,A024,Asset 24,Cloud,Auth,8.6,0.52,1,0,2,2,1,0,1.1,2846.69,3.4,0.77,0.39,0.13,0.23,55,Medium,16,0,,
V0029,CVE-2025-1029,P029,Security Patch 29,A042,Asset 42,ERP,API,9.4,0.85,1,0,4,3,3,1,1.5,4084.58,1.6,0.62,0.08,0.54,0.08,210,Low,16,13,,
V0030,CVE-2025-1030,P030,Security Patch 30,A021,Asset 21,ERP,Database,5.3,0.32,1,0,1,2,5,1,2.8,4442.54,4.8,0.69,0.2,0.2,0.08,391,Low,19,58,,P015
V0031,CVE-2025-1031,P031,Security Patch 31,A045,Asset 45,CRM,Gateway,7.7,0.36,0,0,1,1,3,0,6.1,5410.29,5.2,0.64,0.09,0.49,0.25,43,Low,10,52,,
V0032,CVE-2025-1032,P032,Security Patch 32,A082,Asset 82,ERP,Gateway,4.9,0.39,1,0,1,5,3,0,7.1,262.35,3.7,0.85,0.36,0.12,0.4,152,High,10,20,P021,
V0033,CVE-2025-1033,P033,Security Patch 33,A065,Asset 65,DataLake,Web,6.9,0.79,1,0,5,5,4,0,6.0,2811.04,2.4,0.71,0.41,0.14,0.29,92,Critical,42,8,,
V0034,CVE-2025-1034,P034,Security Patch 34,A075,Asset 75,CRM,Gateway,7.9,0.53,0,0,3,2,2,1,6.8,4380.73,5.4,0.73,0.32,0.22,0.08,258,High,11,44,,
V0035,CVE-2025-1035,P035,Security Patch 35,A007,Asset 7,OT,Auth,6.3,0.22,1,1,4,5,5,0,5.6,1096.49,3.5,0.67,0.37,0.31,0.12,86,Medium,12,56,P005,P010
V0036,CVE-2025-1036,P036,Security Patch 36,A039,Asset 39,DataLake,Database,9.1,0.36,0,0,2,4,1,1,5.9,4937.78,1.8,0.79,0.37,0.45,0.21,280,High,36,16,,P025
V0037,CVE-2025-1037,P037,Security Patch 37,A072,Asset 72,Endpoints,Gateway,8.6,0.71,1,0,4,5,5,1,4.4,2405.91,4.9,0.87,0.28,0.33,0.35,3,High,31,35,,
V0038,CVE-2025-1038,P038,Security Patch 38,A058,Asset 58,OT,Gateway,9.2,0.91,1,0,2,4,2,1,2.5,2930.59,5.6,0.9,0.05,0.06,0.31,310,High,25,41,,P022
V0039,CVE-2025-1039,P039,Security Patch 39,A019,Asset 19,ERP,Auth,4.2,0.15,1,0,4,1,1,1,7.3,4629.68,2.8,0.83,0.09,0.19,0.3,13,High,36,10,P035,
V0040,CVE-2025-1040,P040,Security Patch 40,A067,Asset 67,CRM,API,5.1,0.36,1,0,4,2,2,0,0.7,1557.28,4.2,0.84,0.4,0.39,0.75,362,High,20,41,,
V0041,CVE-2025-1041,P041,Security Patch 41,A066,Asset 66,CRM,Web,4.7,0.2,0,1,1,2,5,1,2.9,611.22,5.8,0.81,0.12,0.31,0.56,411,Critical,30,44,,
V0042,CVE-2025-1042,P042,Security Patch 42,A077,Asset 77,Endpoints,Payment,8.1,0.66,0,0,5,2,3,0,6.3,3541.01,1.9,0.62,0.11,0.37,0.13,85,Critical,38,58,,
V0043,CVE-2025-1043,P043,Security Patch 43,A017,Asset 17,DataLake,Auth,5.9,0.96,0,0,5,3,2,0,3.5,3183.44,1.5,0.97,0.35,0.53,0.22,183,Critical,20,20,,
V0044,CVE-2025-1044,P044,Security Patch 44,A007,Asset 7,CRM,Database,8.0,0.31,1,0,4,5,3,0,4.0,3772.15,0.7,0.95,0.09,0.05,0.66,167,Critical,38,57,,
V0045,CVE-2025-1045,P045,Security Patch 45,A048,Asset 48,DataLake,Database,5.1,0.58,1,1,1,4,4,1,7.2,4438.45,1.1,0.66,0.19,0.35,0.6,384,Medium,44,26,P016,
V0046,CVE-2025-1046,P046,Security Patch 46,A076,Asset 76,Endpoints,Database,4.2,0.64,1,1,3,4,3,1,1.8,4885.63,4.2,0.83,0.18,0.55,0.35,33,Medium,5,1,,
V0047,CVE-2025-1047,P047,Security Patch 47,A070,Asset 70,Endpoints,Database,5.5,0.97,0,1,4,5,4,0,2.7,4162.57,5.8,0.91,0.41,0.47,0.51,129,Critical,9,59,,
V0048,CVE-2025-1048,P048,Security Patch 48,A069,Asset 69,Cloud,Web,4.7,0.51,1,0,5,3,1,0,5.9,1694.74,1.8,0.91,0.35,0.13,0.61,261,High,32,54,P033,P021
V0049,CVE-2025-1049,P049,Security Patch 49,A075,Asset 75,DataLake,Web,9.2,0.78,0,0,3,5,2,0,2.4,3144.3,1.5,0.66,0.4,0.45,0.42,270,High,9,28,P027,
V0050,CVE-2025-1050,P050,Security Patch 50,A066,Asset 66,Endpoints,Web,4.6,0.89,0,0,3,5,1,0,2.4,2490.14,1.6,0.82,0.2,0.23,0.25,73,High,28,44,,
V0051,CVE-2025-1051,P051,Security Patch 51,A083,Asset 83,Endpoints,Database,6.2,0.57,0,1,3,3,4,0,0.9,438.87,4.3,0.97,0.08,0.44,0.16,171,Medium,34,16,,
V0052,CVE-2025-1052,P052,Security Patch 52,A046,Asset 46,OT,Auth,5.4,0.19,1,0,3,3,2,1,7.1,2297.26,5.1,0.58,0.04,0.15,0.66,267,High,24,54,,
V0053,CVE-2025-1053,P053,Security Patch 53,A031,Asset 31,DataLake,Database,9.6,0.34,0,0,4,2,5,0,6.8,4580.51,5.9,0.92,0.3,0.45,0.23,254,Medium,27,34,P043,
V0054,CVE-2025-1054,P054,Security Patch 54,A027,Asset 27,Endpoints,Database,9.0,0.45,0,0,5,5,3,0,6.9,1308.38,1.3,0.84,0.21,0.06,0.52,194,High,29,59,,
V0055,CVE-2025-1055,P055,Security Patch 55,A023,Asset 23,DataLake,Payment,5.5,0.81,0,0,4,5,5,1,6.5,3721.52,2.0,0.75,0.24,0.34,0.66,253,Critical,42,50,P024,
V0056,CVE-2025-1056,P056,Security Patch 56,A049,Asset 49,CRM,Database,8.8,0.95,0,0,2,5,5,0,7.5,335.72,2.4,0.94,0.19,0.08,0.12,217,Low,5,54,,P031
V0057,CVE-2025-1057,P057,Security Patch 57,A054,Asset 54,DataLake,Payment,8.0,0.6,1,0,5,1,4,0,5.9,2289.48,3.9,0.87,0.4,0.62,0.2,254,Critical,24,59,,
V0058,CVE-2025-1058,P058,Security Patch 58,A037,Asset 37,CRM,Web,7.2,0.93,1,1,2,3,5,0,2.8,5018.56,1.0,0.67,0.1,0.17,0.57,129,High,6,28,P049,
V0059,CVE-2025-1059,P059,Security Patch 59,A044,Asset 44,OT,Web,9.6,0.62,1,1,3,3,5,0,6.1,2841.53,2.5,0.6,0.19,0.2,0.37,352,Critical,42,32,P053,
V0060,CVE-2025-1060,P060,Security Patch 60,A029,Asset 29,Cloud,Database,5.5,0.33,1,0,4,3,1,1,7.3,3003.75,5.2,0.86,0.35,0.17,0.37,387,High,32,22,,
V0061,CVE-2025-1061,P061,Security Patch 61,A005,Asset 5,Cloud,Database,8.2,0.58,0,1,1,2,2,1,1.0,5208.88,5.3,0.59,0.06,0.26,0.19,204,Critical,21,29,,
V0062,CVE-2025-1062,P062,Security Patch 62,A049,Asset 49,DataLake,Gateway,7.1,0.84,0,0,4,2,3,1,4.8,4966.91,5.8,0.69,0.3,0.26,0.32,117,Critical,40,9,P007,
V0063,CVE-2025-1063,P063,Security Patch 63,A009,Asset 9,Cloud,Payment,6.1,0.94,1,0,4,5,1,1,5.7,1379.62,4.1,0.59,0.04,0.08,0.62,101,Low,5,53,,
V0064,CVE-2025-1064,P064,Security Patch 64,A008,Asset 8,Endpoints,API,9.1,0.71,1,0,2,3,3,1,3.0,4185.28,1.2,0.95,0.03,0.57,0.34,14,Critical,6,46,,
V0065,CVE-2025-1065,P065,Security Patch 65,A075,Asset 75,CRM,Payment,4.4,0.64,1,0,3,2,1,1,1.5,4938.84,5.0,0.83,0.2,0.37,0.54,174,High,18,6,P019,
V0066,CVE-2025-1066,P066,Security Patch 66,A008,Asset 8,OT,Gateway,8.7,0.22,1,0,2,5,4,0,3.4,1119.49,3.1,0.66,0.18,0.53,0.65,63,Medium,23,14,P048,
V0067,CVE-2025-1067,P067,Security Patch 67,A025,Asset 25,Endpoints,Gateway,5.4,0.45,0,0,5,2,1,0,1.3,1742.43,4.8,0.85,0.21,0.35,0.69,302,Critical,21,35,,
V0068,CVE-2025-1068,P068,Security Patch 68,A078,Asset 78,Endpoints,Payment,5.6,0.54,1,0,4,3,5,0,0.5,504.66,2.5,0.76,0.33,0.25,0.24,124,Low,9,41,,
V0069,CVE-2025-1069,P069,Security Patch 69,A029,Asset 29,Cloud,Payment,8.8,0.64,1,1,2,1,3,0,3.9,4387.78,2.8,0.64,0.22,0.13,0.31,375,Low,44,21,,
V0070,CVE-2025-1070,P070,Security Patch 70,A002,Asset 2,CRM,API,4.8,0.55,1,0,5,2,5,1,1.1,5444.05,5.1,0.82,0.07,0.38,0.07,333,Critical,32,44,P057,
V0071,CVE-2025-1071,P071,Security Patch 71,A067,Asset 67,Cloud,Auth,5.3,0.59,1,0,5,4,2,1,3.5,2420.09,3.5,0.98,0.28,0.64,0.63,16,Critical,15,29,,
V0072,CVE-2025-1072,P072,Security Patch 72,A001,Asset 1,Cloud,Auth,5.0,0.31,1,0,2,5,5,1,2.8,1788.72,1.8,0.75,0.29,0.16,0.09,265,Low,5,50,,
V0073,CVE-2025-1073,P073,Security Patch 73,A068,Asset 68,OT,Web,5.2,0.36,1,0,1,2,5,1,4.7,3881.77,5.0,0.76,0.16,0.35,0.23,346,High,6,4,,P038
V0074,CVE-2025-1074,P074,Security Patch 74,A031,Asset 31,Cloud,Gateway,9.1,0.3,1,0,3,4,5,1,6.0,1670.59,5.5,0.83,0.24,0.08,0.61,57,Critical,10,16,,
V0075,CVE-2025-1075,P075,Security Patch 75,A066,Asset 66,Cloud,Payment,5.1,0.4,1,0,4,3,2,1,1.0,2226.11,3.5,0.97,0.1,0.61,0.22,33,Medium,42,33,,
V0076,CVE-2025-1076,P076,Security Patch 76,A039,Asset 39,Cloud,Database,5.9,0.37,0,1,1,5,2,0,3.6,2424.62,4.3,0.87,0.27,0.31,0.23,165,Low,14,36,P018,
V0077,CVE-2025-1077,P077,Security Patch 77,A055,Asset 55,Endpoints,Web,5.2,0.78,0,1,1,5,4,1,4.3,3877.71,5.5,0.68,0.18,0.43,0.23,71,Low,8,25,,
V0078,CVE-2025-1078,P078,Security Patch 78,A079,Asset 79,Cloud,Auth,4.1,0.24,1,0,4,1,3,0,2.2,589.34,3.7,0.98,0.3,0.24,0.6,350,High,39,55,,
V0079,CVE-2025-1079,P079,Security Patch 79,A031,Asset 31,OT,Auth,9.0,0.82,0,0,3,1,3,1,7.5,1054.35,2.5,0.9,0.2,0.3,0.27,347,Critical,19,3,,
V0080,CVE-2025-1080,P080,Security Patch 80,A074,Asset 74,OT,Web,6.8,0.46,1,0,4,5,1,0,2.7,5449.73,2.2,0.8,0.06,0.5,0.57,48,Critical,19,22,,
V0081,CVE-2025-1081,P081,Security Patch 81,A013,Asset 13,ERP,Database,5.8,0.86,0,0,1,4,1,0,3.3,4361.38,1.6,0.69,0.14,0.35,0.51,277,Medium,19,24,,P060
V0082,CVE-2025-1082,P082,Security Patch 82,A082,Asset 82,ERP,Database,4.7,0.42,0,0,5,4,5,1,6.2,2307.19,4.2,0.67,0.09,0.65,0.7,149,High,15,38,P074,
V0083,CVE-2025-1083,P083,Security Patch 83,A042,Asset 42,ERP,Auth,6.9,0.44,1,1,3,2,5,1,3.1,5351.12,4.2,0.89,0.28,0.27,0.18,157,Medium,32,40,,
V0084,CVE-2025-1084,P084,Security Patch 84,A077,Asset 77,CRM,Payment,9.7,0.41,1,1,2,1,5,1,6.8,511.21,1.5,0.64,0.04,0.11,0.6,209,Low,36,59,P002,
V0085,CVE-2025-1085,P085,Security Patch 85,A056,Asset 56,CRM,Auth,5.7,0.2,1,0,5,5,3,0,4.0,302.26,4.0,0.62,0.29,0.08,0.11,60,Low,33,3,,
V0086,CVE-2025-1086,P086,Security Patch 86,A005,Asset 5,DataLake,Auth,9.2,0.61,1,0,1,3,2,0,6.3,3211.14,1.3,0.63,0.31,0.49,0.69,177,High,38,22,,
V0087,CVE-2025-1087,P087,Security Patch 87,A027,Asset 27,DataLake,Payment,8.8,0.95,1,0,1,4,2,0,0.8,4828.41,3.8,0.92,0.07,0.56,0.75,70,Low,44,40,,
V0088,CVE-2025-1088,P088,Security Patch 88,A012,Asset 12,Cloud,Gateway,7.7,0.87,0,0,2,3,1,0,1.4,2689.38,4.5,0.71,0.26,0.56,0.48,152,Low,9,51,,
V0089,CVE-2025-1089,P089,Security Patch 89,A021,Asset 21,OT,API,5.3,0.21,1,0,5,4,2,0,1.7,4923.9,0.7,0.64,0.39,0.35,0.67,247,Low,29,47,P033,
V0090,CVE-2025-1090,P090,Security Patch 90,A063,Asset 63,DataLake,Gateway,7.7,0.31,1,0,4,4,1,1,0.9,1055.28,2.6,0.79,0.34,0.52,0.16,70,Critical,32,7,,
V0091,CVE-2025-1091,P091,Security Patch 91,A012,Asset 12,DataLake,Gateway,7.3,0.46,0,0,4,5,1,0,7.3,267.4,0.7,0.67,0.23,0.47,0.66,187,High,12,47,P036,
V0092,CVE-2025-1092,P092,Security Patch 92,A046,Asset 46,ERP,Auth,8.2,0.74,1,0,4,1,2,0,5.8,3162.6,3.4,0.62,0.09,0.47,0.5,397,Critical,12,46,,
V0093,CVE-2025-1093,P093,Security Patch 93,A071,Asset 71,DataLake,Gateway,8.2,0.55,0,1,4,2,3,0,6.4,4879.18,2.7,0.97,0.33,0.38,0.41,181,High,39,41,P028,
V0094,CVE-2025-1094,P094,Security Patch 94,A080,Asset 80,CRM,API,4.3,0.2,1,1,4,1,1,1,5.6,5321.05,3.8,0.8,0.13,0.32,0.39,112,Critical,35,8,,
V0095,CVE-2025-1095,P095,Security Patch 95,A035,Asset 35,ERP,Auth,5.8,0.85,1,0,3,2,2,0,1.0,4149.99,3.8,0.81,0.29,0.42,0.05,140,Medium,22,26,,
V0096,CVE-2025-1096,P096,Security Patch 96,A059,Asset 59,Endpoints,Web,8.8,0.64,0,0,4,2,5,0,2.5,706.98,2.8,0.98,0.09,0.41,0.46,322,Medium,26,51,P093,
V0097,CVE-2025-1097,P097,Security Patch 97,A019,Asset 19,ERP,Auth,8.8,0.71,1,1,4,1,1,1,3.6,3368.89,3.5,0.84,0.29,0.61,0.32,20,Critical,8,4,,
V0098,CVE-2025-1098,P098,Security Patch 98,A002,Asset 2,Endpoints,Gateway,8.4,0.6,0,0,1,5,4,0,6.9,2159.01,2.5,0.8,0.3,0.48,0.08,220,Low,29,26,,
V0099,CVE-2025-1099,P099,Security Patch 99,A021,Asset 21,DataLake,Payment,7.8,0.64,1,0,4,2,4,1,5.4,4008.81,2.5,0.95,0.4,0.64,0.69,182,Medium,5,38,P047,
V0100,CVE-2025-1100,P100,Security Patch 100,A034,Asset 34,Endpoints,Web,4.3,0.21,1,0,4,2,3,1,4.7,1804.17,5.9,0.74,0.27,0.52,0.64,36,Low,21,48,,
V0101,CVE-2025-1101,P101,Security Patch 101,A009,Asset 9,Cloud,Payment,8.9,0.87,1,1,3,3,4,0,5.5,2264.06,1.1,0.8,0.15,0.31,0.36,64,Low,14,17,,
V0102,CVE-2025-1102,P102,Security Patch 102,A051,Asset 51,CRM,Gateway,7.1,0.6,0,0,4,2,2,1,6.8,1264.01,2.1,0.81,0.2,0.08,0.43,86,High,41,35,,
V0103,CVE-2025-1103,P103,Security Patch 103,A059,Asset 59,OT,API,5.3,0.72,0,0,2,3,4,1,4.7,4337.81,5.3,0.9,0.1,0.61,0.7,299,Medium,5,47,P043,
V0104,CVE-2025-1104,P104,Security Patch 104,A037,Asset 37,ERP,Gateway,6.6,0.86,1,0,1,4,1,0,7.0,3479.31,5.9,0.8,0.06,0.12,0.09,10,Medium,43,39,,
V0105,CVE-2025-1105,P105,Security Patch 105,A052,Asset 52,OT,Payment,5.5,0.36,1,0,3,4,1,0,5.1,1942.91,5.3,0.78,0.23,0.34,0.63,413,Medium,25,14,,
V0106,CVE-2025-1106,P106,Security Patch 106,A006,Asset 6,DataLake,Web,7.7,0.47,0,0,2,3,4,1,4.4,2857.27,1.8,0.78,0.13,0.4,0.09,14,Medium,25,51,P034,
V0107,CVE-2025-1107,P107,Security Patch 107,A050,Asset 50,Cloud,Web,8.6,0.32,0,0,5,1,3,0,2.6,1142.37,0.9,0.63,0.29,0.27,0.23,305,Medium,29,30,P008,P075
V0108,CVE-2025-1108,P108,Security Patch 108,A059,Asset 59,Cloud,Web,4.0,0.52,1,0,5,2,3,1,1.5,3359.45,3.4,0.82,0.2,0.17,0.6,62,Critical,29,39,P015,
V0109,CVE-2025-1109,P109,Security Patch 109,A059,Asset 59,DataLake,Auth,5.7,0.37,1,1,5,4,5,1,5.3,5065.94,4.3,0.74,0.19,0.31,0.13,413,High,32,29,P056,
V0110,CVE-2025-1110,P110,Security Patch 110,A066,Asset 66,OT,API,6.5,0.32,0,0,2,2,3,1,3.2,629.09,0.7,0.75,0.42,0.09,0.16,53,Critical,14,42,P103,
V0111,CVE-2025-1111,P111,Security Patch 111,A079,Asset 79,DataLake,Payment,8.2,0.25,0,0,3,5,1,1,2.1,1338.0,0.6,0.72,0.33,0.21,0.1,339,Medium,44,41,P023,
V0112,CVE-2025-1112,P112,Security Patch 112,A028,Asset 28,DataLake,Database,6.4,0.38,1,0,4,2,3,1,1.4,3002.71,1.8,0.96,0.3,0.21,0.09,263,Medium,24,4,P022,
V0113,CVE-2025-1113,P113,Security Patch 113,A048,Asset 48,ERP,API,6.3,0.66,0,1,2,3,1,0,4.8,4255.66,5.1,0.64,0.12,0.17,0.68,304,High,13,52,P086,
V0114,CVE-2025-1114,P114,Security Patch 114,A069,Asset 69,CRM,Web,5.2,0.9,1,0,5,1,1,0,5.0,4359.58,3.0,0.89,0.38,0.42,0.32,122,Medium,34,57,P094,
V0115,CVE-2025-1115,P115,Security Patch 115,A042,Asset 42,DataLake,Auth,5.1,0.39,0,0,4,3,4,1,2.6,542.14,5.4,0.94,0.42,0.59,0.71,43,Critical,21,47,P046,
V0116,CVE-2025-1116,P116,Security Patch 116,A006,Asset 6,ERP,API,5.8,0.63,1,0,1,5,5,1,4.3,302.3,5.6,0.86,0.34,0.47,0.49,46,Low,33,59,,
V0117,CVE-2025-1117,P117,Security Patch 117,A039,Asset 39,Endpoints,Gateway,8.7,0.42,0,0,2,5,4,0,6.9,5068.5,5.8,0.83,0.4,0.55,0.56,137,Medium,30,30,P079,
V0118,CVE-2025-1118,P118,Security Patch 118,A003,Asset 3,Cloud,Web,8.4,0.79,0,0,4,3,2,0,5.7,2589.97,1.8,0.61,0.08,0.63,0.27,290,Medium,34,9,P064,
V0119,CVE-2025-1119,P119,Security Patch 119,A012,Asset 12,Cloud,Gateway,9.4,0.42,0,0,2,5,1,0,2.8,3337.29,4.7,0.85,0.16,0.18,0.53,366,High,24,50,,
V0120,CVE-2025-1120,P120,Security Patch 120,A006,Asset 6,DataLake,Database,5.7,0.68,0,1,1,4,3,0,1.9,3009.02,2.6,0.61,0.11,0.37,0.26,293,Medium,9,24,,
V0121,CVE-2025-1121,P121,Security Patch 121,A081,Asset 81,ERP,Payment,4.8,0.78,1,0,2,2,4,0,6.5,3184.4,2.2,0.96,0.27,0.47,0.07,71,Medium,25,50,,
V0122,CVE-2025-1122,P122,Security Patch 122,A052,Asset 52,ERP,Gateway,5.9,0.27,1,0,4,4,3,0,4.2,5485.7,3.1,0.89,0.2,0.09,0.17,323,Low,36,56,P076,
V0123,CVE-2025-1123,P123,Security Patch 123,A023,Asset 23,ERP,Auth,6.5,0.93,1,0,4,1,5,0,1.4,1708.29,0.8,0.73,0.26,0.53,0.26,236,Critical,33,34,P051,
V0124,CVE-2025-1124,P124,Security Patch 124,A025,Asset 25,CRM,API,9.0,0.16,0,1,3,3,1,0,4.8,3767.63,2.7,0.66,0.16,0.13,0.25,25,Critical,29,36,,
V0125,CVE-2025-1125,P125,Security Patch 125,A078,Asset 78,Endpoints,Payment,4.9,0.93,1,0,1,4,1,1,1.8,2815.11,2.9,0.77,0.22,0.18,0.31,337,Critical,11,46,,P008
V0126,CVE-2025-1126,P126,Security Patch 126,A026,Asset 26,Endpoints,Web,8.2,0.69,1,1,4,3,1,1,3.5,4664.83,2.5,0.61,0.31,0.2,0.69,365,Critical,6,28,P056,
V0127,CVE-2025-1127,P127,Security Patch 127,A053,Asset 53,ERP,Auth,9.1,0.83,0,0,1,2,3,1,6.3,4329.26,5.1,0.66,0.28,0.44,0.38,18,Medium,23,59,P084,
V0128,CVE-2025-1128,P128,Security Patch 128,A073,Asset 73,ERP,Database,6.9,0.85,1,0,5,1,2,1,1.3,4574.35,0.8,0.97,0.36,0.5,0.72,239,Low,38,36,,
V0129,CVE-2025-1129,P129,Security Patch 129,A034,Asset 34,Cloud,Auth,9.4,0.9,0,0,3,4,4,1,5.6,4933.29,5.0,0.98,0.11,0.53,0.52,278,Medium,31,0,,
V0130,CVE-2025-1130,P130,Security Patch 130,A015,Asset 15,ERP,API,4.8,0.24,0,1,4,5,5,0,1.5,5470.55,0.7,0.73,0.4,0.43,0.67,328,Medium,18,9,,
V0131,CVE-2025-1131,P131,Security Patch 131,A024,Asset 24,ERP,Gateway,7.9,0.72,1,0,3,2,4,0,4.1,2011.05,3.2,0.59,0.37,0.26,0.39,157,Critical,18,25,,
V0132,CVE-2025-1132,P132,Security Patch 132,A030,Asset 30,Endpoints,Web,7.3,0.76,0,0,5,5,5,0,3.6,729.27,5.4,0.69,0.08,0.61,0.58,315,High,30,25,P055,P090
