vuln_id,cve_id,patch_id,patch_name,asset_id,asset_name,system_group,service_name,cvss,exploit_probability,exploit_available,active_exploitation,asset_criticality,data_sensitivity,exposure_level,internet_facing,patch_time,patch_cost,manpower_required,remediation_effectiveness,patch_failure_risk,disruption_impact,rollback_complexity,age_days,severity_label,sla_deadline_days,days_open,dependencies,conflicts
V0032,CVE-2025-1032,P032,Security Patch 32,A004,Asset 4,Endpoints,API,9.2,0.7,1,1,4,1,4,1,6.5,2184.75,5.9,0.82,0.32,0.52,0.67,69,Medium,14,23,,
V0033,CVE-2025-1033,P033,Security Patch 33,A001,Asset 1,OT,Auth,4.8,0.28,1,1,2,4,2,1,5.5,4340.75,3.4,0.95,0.06,0.53,0.72,284,Low,28,18,,
V0034,CVE-2025-1034,P034,Security Patch 34,A011,Asset 11,DataLake,API,8.8,0.64,0,0,3,2,5,1,0.7,4391.73,4.2,0.92,0.07,0.31,0.6,149,Medium,33,16,,
V0035,CVE-2025-1035,P035,Security Patch 35,A014,Asset 14,DataLake,API,5.7,0.92,0,0,1,1,4,0,5.5,5419.83,5.1,0.7,0.24,0.31,0.23,228,Low,15,47,,
V0036,CVE-2025-1036,P036,Security Patch 36,A002,Asset 2,Cloud,Payment,9.2,0.3,1,0,5,1,4,0,5.9,2746.23,5.0,0.98,0.35,0.14,0.73,341,Medium,40,44,,
V0037,CVE-2025-1037,P037,Security Patch 37,A008,Asset 8,Endpoints,Auth,7.7,0.33,0,0,4,4,1,1,1.1,2952.05,4.5,0.85,0.02,0.51,0.57,300,Critical,19,49,,
V0038,CVE-2025-1038,P038,Security Patch 38,A007,Asset 7,CRM,Web,4.0,0.83,0,0,2,3,5,0,1.4,4100.08,2.0,0.81,0.08,0.63,0.07,399,High,41,0,,
V0039,CVE-2025-1039,P039,Security Patch 39,A009,Asset 9,DataLake,API,9.9,0.54,0,0,3,1,1,0,6.8,4357.76,2.3,0.95,0.26,0.14,0.13,213,Medium,18,38,,
V0040,CVE-2025-1040,P040,Security Patch 40,A009,Asset 9,DataLake,API,7.6,0.6,1,1,5,1,1,0,6.4,3019.76,3.3,0.76,0.29,0.38,0.3,372,Medium,27,5,P037,
V0041,CVE-2025-1041,P041,Security Patch 41,A008,Asset 8,ERP,Payment,4.4,0.47,0,1,4,2,1,0,6.1,3798.24,3.4,0.7,0.11,0.18,0.68,122,High,41,38,,
V0042,CVE-2025-1042,P042,Security Patch 42,A009,Asset 9,Endpoints,Gateway,8.6,0.21,0,1,1,3,5,1,2.3,1471.58,4.0,0.6,0.37,0.45,0.43,360,Low,11,20,,
V0043,CVE-2025-1043,P043,Security Patch 43,A013,Asset 13,ERP,API,9.6,0.63,1,0,5,4,1,0,6.1,3698.67,2.1,0.87,0.03,0.11,0.61,13,Critical,16,50,,
V0044,CVE-2025-1044,P044,Security Patch 44,A006,Asset 6,ERP,API,6.2,0.18,0,0,2,4,5,1,2.2,3619.3,4.1,0.6,0.26,0.09,0.21,280,High,32,52,,
V0045,CVE-2025-1045,P045,Security Patch 45,A005,Asset 5,Cloud,Database,7.2,0.81,0,1,4,3,4,1,4.4,5375.0,4.9,0.69,0.41,0.3,0.1,38,Low,6,43,,
