vuln_id,cve_id,patch_id,patch_name,asset_id,asset_name,system_group,service_name,cvss,exploit_probability,exploit_available,active_exploitation,asset_criticality,data_sensitivity,exposure_level,internet_facing,patch_time,patch_cost,manpower_required,remediation_effectiveness,patch_failure_risk,disruption_impact,rollback_complexity,age_days,severity_label,sla_deadline_days,days_open,dependencies,conflicts
V0021,CVE-2025-1021,P021,Security Patch 21,A016,Asset 16,OT,API,7.9,0.88,0,0,2,1,5,1,3.8,2471.15,1.4,0.75,0.26,0.47,0.11,233,Low,44,13,,
V0022,CVE-2025-1022,P022,Security Patch 22,A002,Asset 2,ERP,Database,9.5,0.78,0,1,5,5,2,1,6.6,4501.82,3.0,0.85,0.04,0.32,0.06,349,Low,25,15,P016,
V0023,CVE-2025-1023,P023,Security Patch 23,A006,Asset 6,OT,API,6.0,0.37,0,0,1,2,1,1,4.8,1631.27,3.3,0.93,0.31,0.47,0.34,391,High,14,26,P014,
V0024,CVE-2025-1024,P024,Security Patch 24,A011,Asset 11,Endpoints,Gateway,8.1,0.66,1,1,3,2,5,1,1.4,2047.01,2.7,0.72,0.24,0.19,0.09,333,Low,23,19,,
V0025,CVE-2025-1025,P025,Security Patch 25,A003,Asset 3,ERP,Auth,4.7,0.42,1,1,2,1,5,0,3.2,3541.66,4.1,0.97,0.32,0.16,0.35,196,Critical,41,9,P006,
V0026,CVE-2025-1026,P026,Security Patch 26,A021,Asset 21,Endpoints,Auth,7.2,0.54,1,0,1,3,5,1,3.9,4411.49,2.5,0.82,0.31,0.4,0.25,347,High,16,57,,
V0027,CVE-2025-1027,P027,Security Patch 27,A012,Asset 12,Cloud,Database,6.6,0.23,0,0,2,4,5,1,6.3,1876.97,2.6,0.75,0.19,0.06,0.65,135,Medium,13,10,,P012
V0028,CVE-2025-1028,P028,Security Patch 28,A023,Asset 23,OT,Web,5.2,0.21,1,0,1,1,3,1,6.0,4035.2,4.9,0.82,0.28,0.13,0.45,372,High,29,7,P008,
V0029,CVE-2025-1029,P029,Security Patch 29,A005,Asset 5,Endpoints,Gateway,4.8,0.63,1,0,4,3,5,1,3.2,2068.45,4.2,0.78,0.08,0.1,0.75,162,Low,17,12,P021,
V0030,CVE-2025-1030,P030,Security Patch 30,A005,Asset 5,DataLake,Payment,4.6,0.73,1,1,5,2,1,1,5.9,3537.78,0.5,0.97,0.09,0.25,0.19,2,Critical,15,10,P006,
V0031,CVE-2025-1031,P031,Security Patch 31,A001,Asset 1,Cloud,Gateway,7.3,0.25,0,1,1,1,1,1,3.0,3766.45,0.9,0.94,0.16,0.31,0.55,195,Low,9,9,,
V0032,CVE-2025-1032,P032,Security Patch 32,A011,Asset 11,ERP,Auth,8.6,0.54,1,0,1,4,3,1,2.5,4061.82,2.4,0.71,0.23,0.3,0.41,328,Low,15,20,P023,
V0033,CVE-2025-1033,P033,Security Patch 33,A010,Asset 10,Cloud,Auth,9.3,0.22,0,0,4,3,1,1,1.6,3647.94,5.1,0.9,0.13,0.29,0.11,122,Critical,13,51,P016,
V0034,CVE-2025-1034,P034,Security Patch 34,A020,Asset 20,Cloud,Database,7.1,0.55,1,0,5,4,4,0,1.6,1686.02,5.5,0.96,0.07,0.4,0.45,398,Low,34,33,P028,
V0035,CVE-2025-1035,P035,Security Patch 35,A021,Asset 21,Endpoints,Gateway,5.2,0.77,0,0,2,4,3,1,3.7,4741.64,2.5,0.89,0.33,0.12,0.08,360,Critical,18,15,P034,
V0036,CVE-2025-1036,P036,Security Patch 36,A018,Asset 18,Endpoints,Payment,8.2,0.27,1,0,1,5,3,1,4.3,3403.9,1.4,0.83,0.09,0.24,0.73,72,Critical,31,40,,
V0037,CVE-2025-1037,P037,Security Patch 37,A006,Asset 6,CRM,Payment,8.3,0.47,0,1,1,1,2,0,3.6,1072.93,3.2,0.84,0.2,0.61,0.57,282,Medium,12,29,,
V0038,CVE-2025-1038,P038,Security Patch 38,A012,Asset 12,DataLake,API,9.4,0.92,0,0,3,2,5,0,6.2,296.38,2.8,0.79,0.03,0.23,0.37,398,High,29,43,P003,
V0039,CVE-2025-1039,P039,Security Patch 39,A016,Asset 16,DataLake,Payment,6.4,0.89,1,0,4,3,5,0,7.0,4087.59,6.0,0.95,0.35,0.63,0.74,296,Medium,7,32,,
V0040,CVE-2025-1040,P040,Security Patch 40,A004,Asset 4,ERP,Web,7.8,0.15,1,0,3,1,2,1,3.3,4958.54,1.6,0.71,0.4,0.15,0.66,272,Medium,33,0,P012,
V0041,CVE-2025-1041,P041,Security Patch 41,A011,Asset 11,DataLake,API,4.3,0.19,1,1,4,2,3,1,2.8,499.84,1.9,0.99,0.25,0.17,0.16,144,Medium,14,51,P022,
V0042,CVE-2025-1042,P042,Security Patch 42,A004,Asset 4,Endpoints,Web,9.3,0.74,0,1,2,4,3,0,6.4,4935.15,5.6,0.74,0.12,0.43,0.74,213,Medium,38,38,P011,
V0043,CVE-2025-1043,P043,Security Patch 43,A015,Asset 15,OT,Payment,4.1,0.4,1,0,3,5,3,0,4.6,1280.77,1.3,0.76,0.35,0.47,0.37,328,Low,34,1,P005,
V0044,CVE-2025-1044,P044,Security Patch 44,A003,Asset 3,ERP,Database,4.3,0.58,1,1,4,3,5,1,0.6,5233.4,4.5,0.9,0.13,0.13,0.72,229,Critical,31,7,P031,
V0045,CVE-2025-1045,P045,Security Patch 45,A025,Asset 25,ERP,API,4.0,0.66,1,0,3,4,3,0,1.5,4461.92,4.6,0.94,0.27,0.33,0.62,391,High,34,45,,
V0046,CVE-2025-1046,P046,Security Patch 46,A006,Asset 6,ERP,Payment,9.9,0.2,1,0,3,1,3,1,3.2,1996.81,1.6,0.95,0.31,0.14,0.08,60,Medium,36,42,,
V0047,CVE-2025-1047,P047,Security Patch 47,A006,Asset 6,Endpoints,Payment,9.6,0.55,1,1,3,5,1,1,0.8,3616.0,3.2,0.66,0.35,0.16,0.5,133,Critical,25,53,P023,P003
V0048,CVE-2025-1048,P048,Security Patch 48,A016,Asset 16,ERP,Auth,4.1,0.66,1,1,4,1,1,0,6.2,3154.99,5.1,0.84,0.2,0.41,0.18,381,Critical,25,17,P030,
V0049,CVE-2025-1049,P049,Security Patch 49,A015,Asset 15,Endpoints,Web,9.7,0.16,1,0,4,2,5,1,0.7,2469.61,0.8,0.75,0.3,0.32,0.49,293,High,15,11,,
V0050,CVE-2025-1050,P050,Security Patch 50,A020,Asset 20,OT,API,5.9,0.19,1,0,2,4,1,1,4.6,5322.52,2.1,0.68,0.22,0.29,0.19,52,Medium,36,22,,
V0051,CVE-2025-1051,P051,Security Patch 51,A012,Asset 12,Cloud,Auth,4.5,0.23,0,0,1,4,1,0,3.0,3086.98,2.4,0.68,0.25,0.21,0.51,31,Low,26,25,,
V0052,CVE-2025-1052,P052,Security Patch 52,A020,Asset 20,CRM,Web,8.7,0.89,0,0,3,4,2,1,1.7,2937.95,2.4,0.78,0.07,0.28,0.22,171,Medium,22,30,,
V0053,CVE-2025-1053,P053,Security Patch 53,A002,Asset 2,Endpoints,Auth,4.5,0.66,0,0,1,2,3,0,4.5,3655.58,0.6,0.65,0.4,0.12,0.7,244,Critical,30,4,,P004
V0054,CVE-2025-1054,P054,Security Patch 54,A002,Asset 2,OT,Database,6.5,0.61,0,1,3,1,1,0,0.8,1836.74,3.5,0.96,0.13,0.49,0.06,354,Critical,15,28,,
V0055,CVE-2025-1055,P055,Security Patch 55,A008,Asset 8,ERP,API,8.1,0.79,0,0,5,2,2,1,5.3,1399.11,2.4,0.79,0.18,0.14,0.49,142,Medium,7,31,,
V0056,CVE-2025-1056,P056,Security Patch 56,A011,Asset 11,ERP,Payment,7.5,0.21,0,1,2,1,5,1,3.2,2384.67,1.1,0.84,0.14,0.62,0.53,286,Low,23,21,P028,
V0057,CVE-2025-1057,P057,Security Patch 57,A022,Asset 22,Endpoints,Web,4.1,0.92,0,0,1,3,2,1,4.2,2883.43,0.6,0.73,0.26,0.41,0.71,280,Medium,41,58,P028,
V0058,CVE-2025-1058,P058,Security Patch 58,A024,Asset 24,Cloud,API,7.4,0.75,0,1,4,1,2,1,5.3,3619.81,3.0,0.81,0.41,0.16,0.12,419,High,25,43,P002,
V0059,CVE-2025-1059,P059,Security Patch 59,A022,Asset 22,Cloud,Gateway,8.8,0.2,0,0,4,4,1,0,5.5,3975.12,3.7,0.6,0.27,0.62,0.7,403,Critical,14,45,,
V0060,CVE-2025-1060,P060,Security Patch 60,A009,Asset 9,Endpoints,API,5.3,0.67,0,1,2,5,3,0,2.4,3243.9,4.8,0.66,0.19,0.14,0.64,27,Critical,22,25,,
V0061,CVE-2025-1061,P061,Security Patch 61,A008,Asset 8,Endpoints,Database,5.3,0.94,0,0,5,4,1,0,7.3,5010.32,2.5,0.82,0.19,0.28,0.7,396,Critical,40,45,,
V0062,CVE-2025-1062,P062,Security Patch 62,A012,Asset 12,DataLake,Auth,6.6,0.47,1,0,1,2,3,0,7.0,5008.66,0.7,0.97,0.09,0.06,0.5,356,Low,17,32,,
V0063,CVE-2025-1063,P063,Security Patch 63,A004,Asset 4,OT,Auth,9.1,0.28,1,0,1,3,5,1,4.3,2927.99,1.4,0.76,0.28,0.25,0.26,86,Critical,21,33,P061,
V0064,CVE-2025-1064,P064,Security Patch 64,A009,Asset 9,DataLake,Database,7.5,0.23,1,1,3,4,4,0,5.0,2829.34,3.7,0.83,0.29,0.5,0.6,258,Low,19,18,,
V0065,CVE-2025-1065,P065,Security Patch 65,A025,Asset 25,OT,Payment,8.8,0.52,1,1,3,3,4,0,5.6,2781.7,4.0,0.63,0.3,0.37,0.42,369,Critical,26,40,,
V0066,CVE-2025-1066,P066,Security Patch 66,A007,Asset 7,CRM,Auth,4.2,0.93,1,1,4,1,4,0,4.9,3798.81,2.1,0.82,0.32,0.13,0.42,126,High,23,23,,
V0067,CVE-2025-1067,P067,Security Patch 67,A011,Asset 11,Cloud,Payment,7.4,0.9,1,0,1,3,4,0,1.2,5483.94,5.5,0.75,0.16,0.13,0.52,366,Medium,32,0,,
V0068,CVE-2025-1068,P068,Security Patch 68,A011,Asset 11,Cloud,Auth,5.5,0.79,0,0,3,3,4,1,5.8,1563.66,0.8,0.83,0.36,0.21,0.61,307,High,6,6,,
V0069,CVE-2025-1069,P069,Security Patch 69,A019,Asset 19,ERP,Auth,5.9,0.19,1,1,5,3,5,0,1.2,503.78,3.5,0.77,0.06,0.3,0.06,11,Low,41,46,,
V0070,CVE-2025-1070,P070,Security Patch 70,A024,Asset 24,DataLake,Database,5.2,0.16,1,0,1,3,5,0,2.7,3797.23,4.1,0.83,0.24,0.3,0.74,99,Low,15,50,,
V0071,CVE-2025-1071,P071,Security Patch 71,A011,Asset 11,CRM,Auth,8.9,0.96,0,0,1,2,4,0,4.0,2600.39,0.8,0.96,0.29,0.13,0.72,332,Critical,25,19,,
V0072,CVE-2025-1072,P072,Security Patch 72,A023,Asset 23,Cloud,Gateway,6.2,0.75,1,0,1,1,1,0,5.3,2662.77,5.7,0.76,0.33,0.5,0.21,253,Medium,5,51,P029,
V0073,CVE-2025-1073,P073,Security Patch 73,A017,Asset 17,Endpoints,Database,5.5,0.21,1,1,3,4,4,1,2.4,5260.22,2.8,0.89,0.07,0.27,0.41,337,Medium,17,35,P013,
V0074,CVE-2025-1074,P074,Security Patch 74,A020,Asset 20,CRM,Gateway,8.2,0.78,0,0,3,5,3,0,5.1,5468.54,2.3,0.72,0.06,0.12,0.22,296,High,23,33,,
V0075,CVE-2025-1075,P075,Security Patch 75,A021,Asset 21,DataLake,Gateway,9.9,0.36,1,0,4,4,3,0,5.5,3513.9,3.2,0.77,0.12,0.29,0.37,280,Critical,5,29,P031,
