vuln_id,cve_id,patch_id,patch_name,asset_id,asset_name,system_group,service_name,cvss,exploit_probability,exploit_available,active_exploitation,asset_criticality,data_sensitivity,exposure_level,internet_facing,patch_time,patch_cost,manpower_required,remediation_effectiveness,patch_failure_risk,disruption_impact,rollback_complexity,age_days,severity_label,sla_deadline_days,days_open,dependencies,conflicts
V0054,CVE-2025-1054,P054,Security Patch 54,A029,Asset 29,Cloud,Web,9.0,0.68,0,1,5,5,5,1,3.2,4013.74,1.9,0.65,0.1,0.41,0.46,290,High,35,46,P037,
V0055,CVE-2025-1055,P055,Security Patch 55,A038,Asset 38,Cloud,Gateway,4.9,0.86,1,0,3,1,3,0,3.9,5021.33,5.1,0.96,0.31,0.08,0.41,20,Critical,33,48,,
V0056,CVE-2025-1056,P056,Security Patch 56,A055,Asset 55,CRM,API,5.1,0.71,1,1,5,4,3,1,5.5,3741.46,1.2,0.92,0.33,0.17,0.08,247,Critical,18,6,,
V0057,CVE-2025-1057,P057,Security Patch 57,A034,Asset 34,OT,Gateway,4.1,0.42,0,0,3,2,2,1,5.0,3257.63,3.5,0.8,0.15,0.53,0.1,208,Medium,44,29,,
V0058,CVE-2025-1058,P058,Security Patch 58,A058,Asset 58,Endpoints,API,9.3,0.58,0,0,4,4,3,0,0.8,5240.61,4.5,0.63,0.35,0.37,0.43,115,Critical,29,8,P035,
V0059,CVE-2025-1059,P059,Security Patch 59,A024,Asset 24,Endpoints,Payment,5.0,0.25,1,0,4,3,1,1,2.6,3942.15,2.8,0.88,0.11,0.53,0.2,152,Medium,13,5,P037,
V0060,CVE-2025-1060,P060,Security Patch 60,A032,Asset 32,DataLake,Auth,5.1,0.44,0,1,1,3,1,1,4.7,1145.68,1.2,0.74,0.13,0.32,0.05,117,Low,16,45,,P023
V0061,CVE-2025-1061,P061,Security Patch 61,A033,Asset 33,Cloud,API,6.2,0.73,1,0,4,4,1,0,4.3,2694.11,4.7,0.73,0.31,0.32,0.64,51,Critical,31,30,P029,P028
V0062,CVE-2025-1062,P062,Security Patch 62,A053,Asset 53,DataLake,Payment,9.5,0.65,0,0,1,3,4,1,7.4,4742.33,5.6,0.92,0.26,0.6,0.07,200,High,34,3,,
V0063,CVE-2025-1063,P063,Security Patch 63,A011,Asset 11,OT,Database,8.4,0.73,1,0,1,3,3,1,5.0,3044.04,4.9,0.92,0.25,0.07,0.58,227,High,26,15,,
V0064,CVE-2025-1064,P064,Security Patch 64,A004,Asset 4,Endpoints,Auth,7.4,0.67,1,0,1,2,1,0,7.0,2828.89,0.7,0.69,0.38,0.55,0.38,321,Critical,15,19,,
V0065,CVE-2025-1065,P065,Security Patch 65,A023,Asset 23,Endpoints,Gateway,7.3,0.98,1,0,5,1,3,1,3.9,5252.3,1.7,0.67,0.04,0.39,0.3,10,High,35,53,P029,
V0066,CVE-2025-1066,P066,Security Patch 66,A054,Asset 54,DataLake,API,9.3,0.61,0,0,2,5,1,1,4.1,5440.03,2.7,0.93,0.17,0.25,0.21,151,Critical,18,54,,
V0067,CVE-2025-1067,P067,Security Patch 67,A054,Asset 54,CRM,Gateway,9.8,0.69,0,0,2,5,4,0,0.8,3028.26,4.0,0.85,0.32,0.07,0.6,275,High,39,54,P061,
V0068,CVE-2025-1068,P068,Security Patch 68,A012,Asset 12,ERP,Web,8.5,0.22,1,0,1,3,3,0,4.9,2482.58,3.2,0.87,0.07,0.24,0.38,149,Medium,18,6,P012,
V0069,CVE-2025-1069,P069,Security Patch 69,A050,Asset 50,DataLake,API,5.1,0.21,0,0,4,1,3,0,0.8,2329.93,4.9,0.97,0.05,0.37,0.24,88,Medium,16,46,,
V0070,CVE-2025-1070,P070,Security Patch 70,A024,Asset 24,ERP,API,7.3,0.93,1,0,5,1,5,1,6.7,2584.82,3.9,0.72,0.19,0.31,0.35,343,High,14,0,,
V0071,CVE-2025-1071,P071,Security Patch 71,A020,Asset 20,DataLake,Web,6.8,0.51,1,1,5,5,1,1,3.1,2914.55,2.2,0.93,0.34,0.45,0.56,159,Medium,34,16,,P051
V0072,CVE-2025-1072,P072,Security Patch 72,A016,Asset 16,Cloud,Gateway,6.5,0.9,0,1,3,2,2,1,3.9,4331.04,4.4,0.75,0.28,0.5,0.64,399,High,27,9,P048,
V0073,CVE-2025-1073,P073,Security Patch 73,A036,Asset 36,CRM,Auth,4.2,0.5,0,0,2,5,1,0,5.4,358.23,2.6,0.77,0.34,0.48,0.67,388,High,32,54,P028,
V0074,CVE-2025-1074,P074,Security Patch 74,A004,Asset 4,CRM,Auth,6.6,0.34,0,0,4,2,2,0,5.6,745.46,2.6,0.96,0.22,0.33,0.3,114,Medium,36,59,,
V0075,CVE-2025-1075,P075,Security Patch 75,A055,Asset 55,ERP,Gateway,5.4,0.16,1,1,3,2,4,1,5.8,829.16,5.9,0.75,0.16,0.59,0.19,38,Critical,5,22,,P057
V0076,CVE-2025-1076,P076,Security Patch 76,A001,Asset 1,CRM,API,4.4,0.78,1,0,4,5,5,0,7.2,947.39,2.2,0.73,0.07,0.11,0.27,187,Low,24,5,,
V0077,CVE-2025-1077,P077,Security Patch 77,A007,Asset 7,Cloud,Payment,4.7,0.57,1,0,5,5,2,0,1.8,5244.81,4.6,0.97,0.3,0.18,0.08,230,Low,17,4,,
V0078,CVE-2025-1078,P078,Security Patch 78,A010,Asset 10,OT,API,8.4,0.24,0,1,4,2,3,0,1.1,3551.74,4.6,0.81,0.03,0.16,0.06,144,Low,6,45,P029,P041
V0079,CVE-2025-1079,P079,Security Patch 79,A014,Asset 14,Endpoints,Auth,6.4,0.83,1,0,2,1,2,1,1.9,348.12,0.7,0.74,0.06,0.3,0.25,329,Medium,27,55,,
V0080,CVE-2025-1080,P080,Security Patch 80,A021,Asset 21,ERP,API,8.8,0.69,0,0,1,4,3,1,4.0,2482.26,3.9,0.84,0.21,0.4,0.38,382,High,22,58,P056,
V0081,CVE-2025-1081,P081,Security Patch 81,A046,Asset 46,Endpoints,Auth,6.8,0.2,1,0,5,4,1,1,2.7,3251.63,5.9,0.85,0.26,0.13,0.19,307,High,12,54,,
V0082,CVE-2025-1082,P082,Security Patch 82,A001,Asset 1,Cloud,Auth,8.2,0.4,0,0,4,5,3,0,7.1,1097.48,2.9,0.69,0.05,0.53,0.27,126,High,37,58,,
V0083,CVE-2025-1083,P083,Security Patch 83,A023,Asset 23,ERP,Payment,4.2,0.82,0,0,1,4,5,1,2.7,4009.76,2.7,0.9,0.38,0.16,0.73,67,Low,44,50,,
V0084,CVE-2025-1084,P084,Security Patch 84,A046,Asset 46,DataLake,Payment,6.8,0.9,1,1,2,4,4,1,3.6,971.35,1.7,0.91,0.05,0.07,0.59,319,Low,33,1,,
V0085,CVE-2025-1085,P085,Security Patch 85,A013,Asset 13,OT,Web,7.4,0.31,1,0,1,3,5,0,1.4,5219.09,4.9,0.9,0.32,0.07,0.72,42,Critical,13,50,P023,
V0086,CVE-2025-1086,P086,Security Patch 86,A011,Asset 11,Endpoints,Gateway,8.2,0.62,1,1,4,4,4,1,1.0,3046.26,1.8,0.86,0.27,0.6,0.72,212,Critical,9,22,,
V0087,CVE-2025-1087,P087,Security Patch 87,A055,Asset 55,DataLake,Payment,6.4,0.51,1,0,1,2,2,0,0.5,1645.47,1.7,0.78,0.14,0.12,0.73,153,Medium,8,16,,
V0088,CVE-2025-1088,P088,Security Patch 88,A021,Asset 21,OT,Auth,4.4,0.54,0,0,4,5,2,1,4.8,769.81,2.3,0.59,0.15,0.54,0.56,137,High,39,56,P007,
V0089,CVE-2025-1089,P089,Security Patch 89,A007,Asset 7,Cloud,Auth,6.9,0.77,1,0,4,4,3,0,0.9,3291.97,4.9,0.64,0.17,0.57,0.64,72,Critical,17,58,,
V0090,CVE-2025-1090,P090,Security Patch 90,A059,Asset 59,OT,Web,7.5,0.49,0,1,1,5,5,1,3.3,3071.91,1.0,0.74,0.05,0.43,0.35,122,Critical,7,9,P043,
V0091,CVE-2025-1091,P091,Security Patch 91,A045,Asset 45,OT,API,7.1,0.72,1,0,2,5,1,0,6.0,2208.94,3.6,0.97,0.14,0.43,0.72,8,Medium,23,8,,
V0092,CVE-2025-1092,P092,Security Patch 92,A050,Asset 50,CRM,Database,7.8,0.81,1,0,4,3,5,0,1.5,3821.48,0.9,0.59,0.19,0.54,0.23,376,Medium,9,29,,
V0093,CVE-2025-1093,P093,Security Patch 93,A018,Asset 18,OT,Database,6.3,0.23,0,0,1,4,5,0,5.4,610.08,5.7,0.67,0.42,0.39,0.45,287,High,23,40,,P081
V0094,CVE-2025-1094,P094,Security Patch 94,A022,Asset 22,OT,Auth,4.4,0.33,0,0,5,2,4,0,0.8,3354.94,5.5,0.87,0.19,0.47,0.24,216,Low,38,23,,
V0095,CVE-2025-1095,P095,Security Patch 95,A030,Asset 30,Cloud,Web,8.1,0.41,1,0,5,3,4,0,5.1,2679.69,0.9,0.7,0.25,0.22,0.05,78,High,6,38,,P079
V0096,CVE-2025-1096,P096,Security Patch 96,A001,Asset 1,Cloud,Web,5.1,0.38,0,0,2,5,4,1,5.6,4612.9,0.7,0.62,0.4,0.1,0.31,353,Medium,6,5,,
V0097,CVE-2025-1097,P097,Security Patch 97,A024,Asset 24,DataLake,Gateway,6.3,0.72,1,0,5,2,1,1,0.6,2367.26,4.5,0.71,0.22,0.53,0.33,134,Low,21,26,,
V0098,CVE-2025-1098,P098,Security Patch 98,A011,Asset 11,Cloud,Auth,8.3,0.97,1,0,3,2,2,1,4.4,5103.42,2.0,0.8,0.36,0.22,0.47,185,Critical,18,55,P070,P083
V0099,CVE-2025-1099,P099,Security Patch 99,A005,Asset 5,Cloud,Database,4.3,0.49,1,0,1,1,1,1,7.3,2072.25,2.3,0.97,0.3,0.62,0.21,293,Medium,37,50,P085,
V0100,CVE-2025-1100,P100,Security Patch 100,A058,Asset 58,Cloud,Database,7.1,0.26,1,0,4,2,5,0,3.5,537.62,2.3,0.64,0.12,0.35,0.56,31,Low,8,40,P062,
V0101,CVE-2025-1101,P101,Security Patch 101,A031,Asset 31,CRM,API,7.5,0.88,1,0,1,3,1,0,5.3,1254.93,1.3,0.84,0.08,0.55,0.4,334,Medium,20,23,,
V0102,CVE-2025-1102,P102,Security Patch 102,A002,Asset 2,DataLake,Payment,5.0,0.28,0,1,5,5,5,0,5.3,5310.91,4.4,0.64,0.27,0.31,0.13,20,Critical,44,6,,
V0103,CVE-2025-1103,P103,Security Patch 103,A046,Asset 46,ERP,Database,4.4,0.75,1,1,1,1,4,1,5.5,2260.47,1.6,0.6,0.38,0.2,0.19,169,High,37,55,,
V0104,CVE-2025-1104,P104,Security Patch 104,A030,Asset 30,Endpoints,Gateway,4.8,0.47,1,0,3,3,1,1,4.1,3213.51,2.2,0.69,0.1,0.44,0.38,224,Medium,31,51,,P016
V0105,CVE-2025-1105,P105,Security Patch 105,A015,Asset 15,CRM,Web,7.1,0.49,1,0,1,4,4,0,5.8,4341.7,4.4,0.61,0.33,0.29,0.18,167,Medium,12,58,,
V0106,CVE-2025-1106,P106,Security Patch 106,A038,Asset 38,Endpoints,Payment,4.7,0.42,1,1,4,3,5,0,6.6,1781.22,2.4,0.82,0.19,0.55,0.58,223,Low,41,42,P018,
V0107,CVE-2025-1107,P107,Security Patch 107,A030,Asset 30,OT,Gateway,6.7,0.57,1,0,2,3,5,1,2.2,4126.73,5.4,0.72,0.05,0.57,0.38,257,Critical,7,53,,P003
V0108,CVE-2025-1108,P108,Security Patch 108,A026,Asset 26,Endpoints,Auth,6.4,0.97,0,1,1,2,3,1,5.4,4344.35,3.1,0.67,0.23,0.39,0.21,253,Low,23,56,,
V0109,CVE-2025-1109,P109,Security Patch 109,A002,Asset 2,Cloud,Auth,7.8,0.97,1,1,3,1,3,0,1.2,2703.73,2.4,0.81,0.05,0.43,0.22,167,Low,18,6,,
V0110,CVE-2025-1110,P110,Security Patch 110,A020,Asset 20,OT,API,4.8,0.41,0,0,1,3,5,1,4.8,605.22,1.6,0.96,0.05,0.42,0.7,37,Critical,11,33,P093,
V0111,CVE-2025-1111,P111,Security Patch 111,A032,Asset 32,ERP,Database,6.5,0.18,1,1,1,2,3,1,6.5,4927.8,3.8,0.69,0.26,0.54,0.6,388,High,32,18,,
V0112,CVE-2025-1112,P112,Security Patch 112,A008,Asset 8,CRM,Web,9.8,0.3,1,1,4,5,2,1,4.9,3790.72,1.6,0.62,0.28,0.55,0.71,308,Critical,18,22,,
V0113,CVE-2025-1113,P113,Security Patch 113,A012,Asset 12,Cloud,Auth,8.5,0.95,0,0,3,4,1,1,7.3,2564.28,3.3,0.86,0.08,0.48,0.07,204,High,29,1,,P111
V0114,CVE-2025-1114,P114,Security Patch 114,A034,Asset 34,CRM,Gateway,5.2,0.68,0,0,4,4,1,1,1.8,3053.52,4.8,0.97,0.39,0.2,0.28,88,Medium,19,34,,P101
V0115,CVE-2025-1115,P115,Security Patch 115,A060,Asset 60,OT,Gateway,8.6,0.7,0,1,3,2,5,0,6.8,835.12,3.1,0.66,0.04,0.57,0.38,163,Low,22,18,P073,
V0116,CVE-2025-1116,P116,Security Patch 116,A002,Asset 2,OT,Auth,4.9,0.24,1,1,4,4,4,0,1.4,2778.66,1.5,0.79,0.31,0.19,0.1,48,Critical,7,20,,P114
V0117,CVE-2025-1117,P117,Security Patch 117,A018,Asset 18,ERP,API,6.1,0.48,1,0,2,1,3,1,1.2,384.66,4.4,0.59,0.24,0.63,0.12,292,Critical,32,40,,
V0118,CVE-2025-1118,P118,Security Patch 118,A058,Asset 58,Cloud,Auth,8.8,0.47,1,1,3,3,5,1,7.0,4101.69,4.8,0.97,0.35,0.29,0.17,199,High,10,41,P100,
V0119,CVE-2025-1119,P119,Security Patch 119,A007,Asset 7,CRM,Payment,6.7,0.51,1,0,5,4,2,0,5.8,4578.29,2.9,0.8,0.38,0.1,0.6,315,Low,42,24,P078,P031
V0120,CVE-2025-1120,P120,Security Patch 120,A029,Asset 29,OT,Gateway,6.0,0.71,1,1,3,3,2,1,5.5,5208.1,1.4,0.98,0.29,0.41,0.6,343,Medium,6,55,P008,
V0121,CVE-2025-1121,P121,Security Patch 121,A010,Asset 10,Endpoints,API,8.2,0.8,1,0,3,2,5,0,5.8,483.12,0.6,0.74,0.13,0.08,0.2,302,Low,40,51,,
V0122,CVE-2025-1122,P122,Security Patch 122,A027,Asset 27,DataLake,API,6.4,0.75,1,0,1,3,1,0,2.6,3055.82,3.0,0.58,0.4,0.12,0.53,202,Medium,23,38,,P102
V0123,CVE-2025-1123,P123,Security Patch 123,A012,Asset 12,ERP,Payment,7.5,0.66,0,1,2,3,5,1,5.2,3575.89,5.8,0.86,0.21,0.36,0.22,170,Critical,36,48,,P064
V0124,CVE-2025-1124,P124,Security Patch 124,A023,Asset 23,Cloud,Gateway,8.0,0.91,1,0,2,5,4,1,2.6,1035.73,2.6,0.75,0.16,0.49,0.5,148,Low,35,1,P017,
V0125,CVE-2025-1125,P125,Security Patch 125,A041,Asset 41,CRM,Gateway,9.6,0.46,1,0,2,4,1,1,5.6,2902.83,3.3,0.72,0.12,0.1,0.34,210,High,32,57,P090,
V0126,CVE-2025-1126,P126,Security Patch 126,A029,Asset 29,DataLake,Auth,8.7,0.92,1,0,2,4,2,1,5.1,3362.18,0.8,0.68,0.28,0.34,0.08,191,High,22,44,,
V0127,CVE-2025-1127,P127,Security Patch 127,A008,Asset 8,Endpoints,Database,4.1,0.91,1,0,5,2,1,0,3.6,1700.79,4.0,0.92,0.18,0.63,0.16,176,High,6,52,,
V0128,CVE-2025-1128,P128,Security Patch 128,A047,Asset 47,DataLake,Gateway,5.1,0.41,0,1,1,4,1,1,1.3,4909.08,5.9,0.82,0.11,0.31,0.33,204,Low,20,4,,
V0129,CVE-2025-1129,P129,Security Patch 129,A011,Asset 11,OT,Payment,4.1,0.5,1,0,4,2,2,1,5.4,3990.94,3.1,0.61,0.1,0.49,0.2,91,High,19,59,P084,
V0130,CVE-2025-1130,P130,Security Patch 130,A058,Asset 58,DataLake,Gateway,6.2,0.35,1,1,1,5,3,1,0.9,626.71,5.5,0.62,0.06,0.51,0.25,234,Critical,15,22,,
V0131,CVE-2025-1131,P131,Security Patch 131,A020,Asset 20,DataLake,Auth,9.0,0.5,0,0,2,5,1,0,2.1,4350.72,1.7,0.79,0.05,0.47,0.55,110,Medium,14,27,,
V0132,CVE-2025-1132,P132,Security Patch 132,A018,Asset 18,OT,Database,4.6,0.55,0,0,3,4,2,1,5.7,1260.87,5.6,0.66,0.25,0.24,0.32,319,Critical,33,31,P057,
