vuln_id,cve_id,patch_id,patch_name,asset_id,asset_name,system_group,service_name,cvss,exploit_probability,exploit_available,active_exploitation,asset_criticality,data_sensitivity,exposure_level,internet_facing,patch_time,patch_cost,manpower_required,remediation_effectiveness,patch_failure_risk,disruption_impact,rollback_complexity,age_days,severity_label,sla_deadline_days,days_open,dependencies,conflicts
V0011,CVE-2025-1011,P011,Security Patch 11,A019,Asset 19,Endpoints,Payment,8.0,0.7,1,0,1,3,1,0,7.4,4115.68,2.0,0.9,0.32,0.59,0.07,224,Medium,7,37,,P009
V0012,CVE-2025-1012,P012,Security Patch 12,A007,Asset 7,Endpoints,Payment,6.2,0.8,0,0,1,3,3,1,4.6,3707.92,2.2,0.69,0.03,0.63,0.25,19,High,36,8,,
V0013,CVE-2025-1013,P013,Security Patch 13,A002,Asset 2,ERP,Web,8.3,0.57,1,0,3,4,3,1,1.2,2007.8,2.7,0.65,0.22,0.32,0.49,271,Critical,29,14,,
V0014,CVE-2025-1014,P014,Security Patch 14,A016,Asset 16,Endpoints,Auth,6.3,0.24,0,1,5,3,3,1,7.5,3665.12,3.5,0.76,0.14,0.28,0.46,261,High,25,12,,
V0015,CVE-2025-1015,P015,Security Patch 15,A014,Asset 14,OT,Database,8.9,0.67,0,0,4,3,2,0,0.6,3864.45,2.3,0.8,0.29,0.46,0.32,239,Low,34,57,,
V0016,CVE-2025-1016,P016,Security Patch 16,A013,Asset 13,Cloud,Database,6.6,0.27,1,0,1,5,4,1,2.4,2692.17,1.4,0.81,0.29,0.42,0.67,88,Low,9,38,P008,P007
V0017,CVE-2025-1017,P017,Security Patch 17,A002,Asset 2,DataLake,API,5.0,0.34,0,0,5,1,4,1,2.5,2361.67,1.2,0.89,0.26,0.15,0.06,95,Critical,5,4,,
V0018,CVE-2025-1018,P018,Security Patch 18,A019,Asset 19,Cloud,Database,5.5,0.58,1,0,2,1,2,1,5.6,3776.29,2.2,0.92,0.21,0.55,0.42,153,Low,35,50,P007,
V0019,CVE-2025-1019,P019,Security Patch 19,A001,Asset 1,Endpoints,Gateway,6.3,0.53,1,0,5,3,4,0,4.4,3585.13,5.2,0.92,0.1,0.26,0.72,252,High,7,26,,
V0020,CVE-2025-1020,P020,Security Patch 20,A012,Asset 12,ERP,Auth,5.7,0.41,1,0,3,3,4,1,2.0,306.08,5.2,0.82,0.09,0.59,0.29,338,Low,37,43,,
V0021,CVE-2025-1021,P021,Security Patch 21,A013,Asset 13,CRM,Web,6.5,0.66,0,1,4,3,1,0,0.9,4920.42,0.6,0.75,0.13,0.52,0.09,272,Critical,18,19,,
V0022,CVE-2025-1022,P022,Security Patch 22,A007,Asset 7,ERP,API,7.6,0.51,0,0,1,2,3,0,1.7,3240.77,1.2,0.6,0.12,0.51,0.38,121,Low,31,44,P019,
V0023,CVE-2025-1023,P023,Security Patch 23,A018,Asset 18,DataLake,Auth,6.5,0.31,1,0,2,2,1,0,7.5,4523.86,3.1,0.65,0.27,0.14,0.41,52,High,21,48,,P019
V0024,CVE-2025-1024,P024,Security Patch 24,A008,Asset 8,Cloud,Auth,9.6,0.85,0,0,3,2,3,0,6.6,1189.88,5.0,0.6,0.17,0.25,0.56,42,Low,13,9,P018,
V0025,CVE-2025-1025,P025,Security Patch 25,A007,Asset 7,Endpoints,Auth,7.1,0.48,1,0,2,3,5,1,5.7,2269.45,1.6,0.85,0.07,0.36,0.47,120,Critical,8,4,,P010
V0026,CVE-2025-1026,P026,Security Patch 26,A008,Asset 8,Cloud,Auth,8.1,0.21,0,0,4,1,4,1,2.7,1973.88,2.9,0.74,0.17,0.56,0.39,180,Medium,37,44,P005,
V0027,CVE-2025-1027,P027,Security Patch 27,A002,Asset 2,Cloud,API,9.3,0.72,1,0,4,4,1,1,5.6,2597.88,3.2,0.91,0.34,0.06,0.13,40,Low,32,47,,P024
V0028,CVE-2025-1028,P028,Security Patch 28,A004,Asset 4,ERP,API,8.5,0.56,1,0,5,3,1,1,2.1,2572.41,4.8,0.89,0.41,0.5,0.5,255,Critical,41,58,P008,
V0029,CVE-2025-1029,P029,Security Patch 29,A018,Asset 18,ERP,Auth,5.3,0.39,0,0,4,4,5,1,3.2,2391.76,6.0,0.95,0.29,0.6,0.74,75,Medium,24,28,,
V0030,CVE-2025-1030,P030,Security Patch 30,A018,Asset 18,ERP,Database,7.5,0.51,1,0,5,4,4,0,2.1,3662.3,4.2,0.78,0.41,0.63,0.65,188,High,43,6,P010,P012
V0031,CVE-2025-1031,P031,Security Patch 31,A006,Asset 6,OT,Database,4.5,0.74,1,1,5,3,3,0,2.2,4084.77,5.8,0.93,0.04,0.3,0.71,119,Critical,40,40,,
V0032,CVE-2025-1032,P032,Security Patch 32,A014,Asset 14,CRM,Gateway,9.3,0.41,1,1,5,5,4,1,2.7,398.46,5.9,0.73,0.02,0.41,0.23,103,Critical,39,33,P020,
V0033,CVE-2025-1033,P033,Security Patch 33,A020,Asset 20,DataLake,API,5.5,0.98,1,0,5,1,4,1,7.3,5236.59,2.3,0.62,0.04,0.4,0.62,149,High,35,48,P032,
V0034,CVE-2025-1034,P034,Security Patch 34,A006,Asset 6,ERP,Database,5.8,0.52,1,0,4,5,4,1,6.4,405.66,0.8,0.9,0.26,0.59,0.74,268,High,9,39,,
V0035,CVE-2025-1035,P035,Security Patch 35,A020,Asset 20,Endpoints,Database,8.7,0.89,0,0,5,3,3,0,3.6,1369.67,5.3,0.84,0.37,0.43,0.57,349,Critical,7,51,P031,
V0036,CVE-2025-1036,P036,Security Patch 36,A004,Asset 4,Cloud,API,8.5,0.75,1,0,5,5,1,1,4.4,808.25,5.6,0.94,0.04,0.05,0.58,224,Low,25,35,,
V0037,CVE-2025-1037,P037,Security Patch 37,A015,Asset 15,OT,Database,8.0,0.61,0,0,1,5,5,1,3.1,4338.93,1.6,0.68,0.35,0.39,0.58,372,High,10,49,,
V0038,CVE-2025-1038,P038,Security Patch 38,A005,Asset 5,Endpoints,API,5.4,0.64,1,0,3,2,1,1,1.4,3320.49,5.3,0.96,0.05,0.18,0.12,3,Critical,32,42,,P029
V0039,CVE-2025-1039,P039,Security Patch 39,A004,Asset 4,ERP,Web,9.0,0.62,0,0,2,3,5,0,5.2,525.04,2.4,0.66,0.03,0.21,0.33,351,Critical,39,12,P016,
V0040,CVE-2025-1040,P040,Security Patch 40,A010,Asset 10,OT,API,9.0,0.85,1,0,3,2,4,1,4.0,5249.18,3.3,0.62,0.12,0.64,0.32,273,Low,31,57,P036,
V0041,CVE-2025-1041,P041,Security Patch 41,A012,Asset 12,OT,Payment,8.9,0.4,1,0,4,5,3,1,1.5,998.46,2.1,0.74,0.33,0.38,0.65,334,Low,41,38,,P015
V0042,CVE-2025-1042,P042,Security Patch 42,A002,Asset 2,ERP,Payment,5.1,0.53,0,1,3,5,5,0,0.7,2685.37,4.6,0.7,0.28,0.61,0.53,284,High,26,43,P010,
V0043,CVE-2025-1043,P043,Security Patch 43,A010,Asset 10,Endpoints,Database,9.0,0.51,0,0,2,2,2,0,2.2,508.5,1.9,0.73,0.08,0.51,0.53,58,Low,37,32,P004,
V0044,CVE-2025-1044,P044,Security Patch 44,A020,Asset 20,CRM,Web,4.6,0.45,0,0,5,1,3,1,2.5,4326.01,4.5,0.64,0.38,0.31,0.7,1,Medium,32,25,,
V0045,CVE-2025-1045,P045,Security Patch 45,A008,Asset 8,ERP,Web,6.0,0.84,0,1,1,5,5,0,6.5,2623.52,3.1,0.71,0.09,0.26,0.21,71,Medium,36,30,,P032
V0046,CVE-2025-1046,P046,Security Patch 46,A011,Asset 11,Cloud,Web,6.2,0.84,1,1,4,1,5,1,5.5,4565.78,2.3,0.91,0.27,0.58,0.51,71,Critical,17,25,,P012
V0047,CVE-2025-1047,P047,Security Patch 47,A008,Asset 8,OT,Payment,9.3,0.61,1,0,1,3,3,1,0.9,634.33,1.2,0.77,0.26,0.07,0.1,72,Medium,44,44,,
V0048,CVE-2025-1048,P048,Security Patch 48,A007,Asset 7,ERP,Database,9.7,0.35,0,0,5,2,1,1,0.8,2653.16,1.4,0.65,0.38,0.23,0.14,400,Critical,44,44,P009,
V0049,CVE-2025-1049,P049,Security Patch 49,A002,Asset 2,CRM,Web,9.3,0.56,1,0,1,3,5,1,6.7,5018.12,1.2,0.95,0.19,0.4,0.06,5,Low,26,49,,
V0050,CVE-2025-1050,P050,Security Patch 50,A019,Asset 19,ERP,Gateway,4.7,0.35,1,0,1,4,2,0,3.3,3211.8,2.7,0.78,0.32,0.16,0.09,109,Low,16,9,,
V0051,CVE-2025-1051,P051,Security Patch 51,A005,Asset 5,CRM,Web,8.4,0.8,1,0,1,5,2,1,0.8,3201.75,0.5,0.98,0.13,0.55,0.36,28,Low,21,6,P039,
V0052,CVE-2025-1052,P052,Security Patch 52,A020,Asset 20,Endpoints,Web,5.6,0.39,1,0,1,3,5,0,2.1,3039.16,0.8,0.7,0.24,0.17,0.13,354,High,18,42,P006,
V0053,CVE-2025-1053,P053,Security Patch 53,A004,Asset 4,OT,Payment,9.3,0.44,0,0,2,2,4,1,7.0,2024.06,2.6,0.97,0.3,0.53,0.63,174,Medium,20,49,P020,
V0054,CVE-2025-1054,P054,Security Patch 54,A019,Asset 19,OT,Database,8.1,0.6,0,0,2,4,4,1,0.6,4735.19,2.0,0.83,0.1,0.44,0.34,380,Low,32,51,,
V0055,CVE-2025-1055,P055,Security Patch 55,A001,Asset 1,Endpoints,Payment,6.1,0.52,1,0,4,3,4,1,0.9,1673.19,2.7,0.95,0.14,0.35,0.49,392,Critical,22,47,P032,P031
V0056,CVE-2025-1056,P056,Security Patch 56,A007,Asset 7,Endpoints,API,6.6,0.76,1,1,1,5,5,1,4.5,2557.61,1.1,0.83,0.37,0.1,0.18,272,Low,26,52,P037,
V0057,CVE-2025-1057,P057,Security Patch 57,A007,Asset 7,OT,API,5.1,0.66,0,0,2,4,4,1,4.0,2728.34,4.5,0.88,0.34,0.1,0.6,58,Low,19,43,,
V0058,CVE-2025-1058,P058,Security Patch 58,A012,Asset 12,DataLake,Payment,4.7,0.65,1,1,2,1,3,0,1.8,1715.64,1.2,0.58,0.32,0.58,0.41,189,Critical,28,49,,
V0059,CVE-2025-1059,P059,Security Patch 59,A004,Asset 4,ERP,Payment,4.5,0.76,1,1,2,5,5,1,6.5,2539.24,3.8,0.73,0.42,0.15,0.64,382,Low,30,29,P051,
V0060,CVE-2025-1060,P060,Security Patch 60,A017,Asset 17,ERP,Gateway,5.1,0.7,1,1,3,5,5,1,3.7,3368.51,1.2,0.67,0.28,0.12,0.58,285,Medium,26,34,P016,
