vuln_id,cve_id,patch_id,patch_name,asset_id,asset_name,system_group,service_name,cvss,exploit_probability,exploit_available,active_exploitation,asset_criticality,data_sensitivity,exposure_level,internet_facing,patch_time,patch_cost,manpower_required,remediation_effectiveness,patch_failure_risk,disruption_impact,rollback_complexity,age_days,severity_label,sla_deadline_days,days_open,dependencies,conflicts
V0084,CVE-2025-1084,P084,Security Patch 84,A024,Asset 24,ERP,Payment,5.8,0.33,1,1,4,3,2,0,3.1,2854.34,3.3,0.91,0.35,0.53,0.15,158,Medium,15,43,,
V0085,CVE-2025-1085,P085,Security Patch 85,A066,Asset 66,OT,Payment,7.3,0.4,0,0,4,2,4,0,5.8,1113.84,2.8,0.92,0.28,0.2,0.23,250,High,38,23,,
V0086,CVE-2025-1086,P086,Security Patch 86,A051,Asset 51,Cloud,Gateway,8.8,0.43,1,0,4,1,5,1,6.4,1324.97,2.7,0.67,0.37,0.39,0.38,268,Critical,21,44,,
V0087,CVE-2025-1087,P087,Security Patch 87,A024,Asset 24,ERP,Web,8.9,0.93,1,0,5,1,1,0,5.1,596.99,4.7,0.84,0.32,0.27,0.2,241,Low,33,36,,
V0088,CVE-2025-1088,P088,Security Patch 88,A043,Asset 43,OT,Web,6.3,0.24,1,0,4,3,4,0,3.7,302.62,0.5,0.96,0.31,0.57,0.55,404,Medium,42,2,,
V0089,CVE-2025-1089,P089,Security Patch 89,A003,Asset 3,ERP,Database,8.1,0.4,1,1,5,4,4,0,1.0,5147.22,5.0,0.59,0.39,0.54,0.47,4,Low,15,35,P050,
V0090,CVE-2025-1090,P090,Security Patch 90,A062,Asset 62,Endpoints,Gateway,9.7,0.42,0,1,3,1,4,1,6.0,3772.95,2.5,0.59,0.13,0.42,0.61,114,Low,37,23,,
V0091,CVE-2025-1091,P091,Security Patch 91,A051,Asset 51,OT,Database,6.3,0.61,0,1,1,3,2,1,2.4,671.37,4.1,0.65,0.32,0.41,0.64,97,Critical,13,8,P040,
V0092,CVE-2025-1092,P092,Security Patch 92,A014,Asset 14,CRM,Auth,6.2,0.31,1,1,3,5,4,0,6.7,2892.26,5.5,0.76,0.16,0.48,0.64,363,Low,43,7,P070,
V0093,CVE-2025-1093,P093,Security Patch 93,A054,Asset 54,CRM,Web,8.8,0.51,0,0,1,2,2,1,1.1,3803.39,1.8,0.87,0.12,0.49,0.24,366,Critical,30,36,P090,
V0094,CVE-2025-1094,P094,Security Patch 94,A017,Asset 17,ERP,API,4.1,0.98,1,1,2,3,4,1,4.9,4898.46,4.7,0.72,0.17,0.16,0.66,220,Low,10,38,,
V0095,CVE-2025-1095,P095,Security Patch 95,A034,Asset 34,OT,Gateway,5.6,0.38,1,0,2,1,4,0,5.7,4766.93,1.9,0.83,0.27,0.26,0.15,149,Critical,25,53,,
V0096,CVE-2025-1096,P096,Security Patch 96,A032,Asset 32,OT,Gateway,9.3,0.76,1,1,4,2,1,1,0.9,3684.83,1.5,0.99,0.31,0.41,0.75,261,Low,12,26,P051,
V0097,CVE-2025-1097,P097,Security Patch 97,A046,Asset 46,CRM,Auth,8.1,0.52,1,0,4,2,3,1,4.6,3110.78,1.1,0.93,0.26,0.17,0.4,19,High,15,50,,P001
V0098,CVE-2025-1098,P098,Security Patch 98,A036,Asset 36,DataLake,Web,4.2,0.79,0,1,1,5,3,1,3.5,4361.03,2.8,0.93,0.1,0.48,0.46,164,Medium,23,58,,P062
V0099,CVE-2025-1099,P099,Security Patch 99,A053,Asset 53,OT,Payment,4.7,0.73,0,0,2,3,3,1,1.7,5362.98,2.7,0.6,0.28,0.17,0.72,397,Critical,36,45,P049,
V0100,CVE-2025-1100,P100,Security Patch 100,A050,Asset 50,DataLake,API,4.4,0.51,1,0,2,4,1,1,7.4,4444.35,2.4,0.6,0.1,0.29,0.23,16,Low,34,35,,
V0101,CVE-2025-1101,P101,Security Patch 101,A060,Asset 60,Cloud,Auth,5.7,0.97,0,0,5,3,3,0,1.5,2609.2,1.4,0.95,0.23,0.39,0.15,381,Low,23,43,P087,
V0102,CVE-2025-1102,P102,Security Patch 102,A016,Asset 16,OT,Web,4.5,0.87,0,0,4,2,5,0,3.6,446.52,4.8,0.63,0.31,0.21,0.6,209,Critical,43,5,P068,
V0103,CVE-2025-1103,P103,Security Patch 103,A022,Asset 22,Endpoints,Payment,9.3,0.67,1,0,4,1,5,1,2.0,4097.21,2.6,0.78,0.39,0.4,0.35,418,High,14,47,P100,
V0104,CVE-2025-1104,P104,Security Patch 104,A041,Asset 41,CRM,Auth,9.6,0.68,0,0,2,3,2,0,1.9,4418.33,1.6,0.61,0.1,0.39,0.74,111,Medium,31,41,,
V0105,CVE-2025-1105,P105,Security Patch 105,A014,Asset 14,OT,API,7.9,0.79,1,0,1,1,4,0,1.5,4709.92,1.3,0.59,0.41,0.16,0.73,374,Low,6,41,,
V0106,CVE-2025-1106,P106,Security Patch 106,A033,Asset 33,DataLake,Database,4.4,0.8,1,1,3,1,4,1,1.1,3650.3,3.9,0.94,0.16,0.07,0.74,256,Critical,23,19,,P032
V0107,CVE-2025-1107,P107,Security Patch 107,A053,Asset 53,OT,API,8.1,0.89,0,0,3,1,3,1,5.8,841.59,5.5,0.86,0.33,0.47,0.72,280,Low,22,42,P105,
V0108,CVE-2025-1108,P108,Security Patch 108,A005,Asset 5,DataLake,Gateway,9.6,0.94,1,1,1,4,5,0,7.1,3243.33,2.7,0.75,0.12,0.52,0.39,307,High,27,1,,P066
V0109,CVE-2025-1109,P109,Security Patch 109,A033,Asset 33,CRM,Payment,8.6,0.73,0,0,3,4,5,0,0.8,2722.61,5.0,0.72,0.29,0.15,0.14,355,High,38,15,P030,
V0110,CVE-2025-1110,P110,Security Patch 110,A018,Asset 18,OT,API,5.3,0.5,0,0,5,5,1,0,6.4,3126.29,1.2,0.75,0.21,0.4,0.61,91,Critical,30,48,,
V0111,CVE-2025-1111,P111,Security Patch 111,A054,Asset 54,DataLake,Database,4.0,0.2,0,0,4,5,5,0,2.7,3095.37,5.7,0.94,0.05,0.51,0.14,357,High,7,46,,P078
V0112,CVE-2025-1112,P112,Security Patch 112,A023,Asset 23,CRM,Database,6.5,0.39,1,1,4,5,4,0,1.8,4707.88,5.7,0.76,0.05,0.52,0.17,3,High,43,2,,
V0113,CVE-2025-1113,P113,Security Patch 113,A020,Asset 20,Cloud,Web,5.8,0.61,1,0,2,1,1,1,1.7,3771.55,1.1,0.77,0.4,0.59,0.61,351,Critical,30,8,P062,P005
V0114,CVE-2025-1114,P114,Security Patch 114,A063,Asset 63,OT,Payment,4.1,0.22,0,0,4,2,3,1,3.1,2501.99,2.0,0.8,0.33,0.47,0.57,333,Medium,13,38,P030,
V0115,CVE-2025-1115,P115,Security Patch 115,A018,Asset 18,OT,Gateway,9.6,0.42,1,0,3,5,4,0,4.1,4307.63,5.7,0.71,0.23,0.37,0.2,264,Low,12,41,,
V0116,CVE-2025-1116,P116,Security Patch 116,A019,Asset 19,Endpoints,Auth,9.4,0.98,0,0,1,4,3,1,5.0,4236.15,2.5,0.82,0.38,0.62,0.48,255,High,21,44,P048,
V0117,CVE-2025-1117,P117,Security Patch 117,A063,Asset 63,CRM,Web,9.4,0.7,0,0,5,3,1,0,2.3,1913.9,4.2,0.68,0.08,0.36,0.52,281,Medium,33,11,P070,
V0118,CVE-2025-1118,P118,Security Patch 118,A054,Asset 54,Cloud,API,4.2,0.44,1,0,4,1,3,0,7.0,346.63,4.6,0.69,0.4,0.65,0.24,218,Low,28,11,P083,
V0119,CVE-2025-1119,P119,Security Patch 119,A025,Asset 25,Cloud,Gateway,9.7,0.97,0,0,3,3,3,0,1.2,5416.72,1.5,0.73,0.29,0.19,0.45,305,High,28,28,,
V0120,CVE-2025-1120,P120,Security Patch 120,A039,Asset 39,OT,Payment,4.5,0.46,1,0,3,1,1,0,4.4,1578.83,2.7,0.96,0.05,0.54,0.66,88,Critical,20,59,,
V0121,CVE-2025-1121,P121,Security Patch 121,A057,Asset 57,CRM,Database,6.2,0.59,1,0,4,2,4,1,2.8,2399.91,0.7,0.77,0.19,0.09,0.07,311,Low,29,42,,
V0122,CVE-2025-1122,P122,Security Patch 122,A022,Asset 22,Cloud,Payment,5.8,0.6,1,1,1,1,3,0,2.0,2149.07,1.9,0.75,0.17,0.48,0.61,112,High,19,38,P078,
V0123,CVE-2025-1123,P123,Security Patch 123,A028,Asset 28,CRM,Gateway,5.8,0.25,1,0,2,5,4,0,1.0,5317.9,1.8,0.62,0.29,0.39,0.72,1,Critical,27,40,P021,
V0124,CVE-2025-1124,P124,Security Patch 124,A003,Asset 3,Endpoints,Web,6.1,0.69,0,0,2,2,4,0,4.6,5273.04,3.3,0.96,0.13,0.16,0.74,373,High,40,13,P116,
V0125,CVE-2025-1125,P125,Security Patch 125,A064,Asset 64,CRM,Auth,4.6,0.52,1,0,3,5,3,0,3.8,2467.49,3.3,0.94,0.32,0.49,0.05,86,Medium,43,38,P018,P038
V0126,CVE-2025-1126,P126,Security Patch 126,A025,Asset 25,ERP,API,4.2,0.75,0,0,3,5,2,0,3.5,1797.31,0.7,0.85,0.17,0.55,0.65,322,Low,15,35,,P118
V0127,CVE-2025-1127,P127,Security Patch 127,A017,Asset 17,DataLake,API,7.3,0.25,1,0,5,4,3,1,2.4,604.5,2.8,0.64,0.11,0.17,0.52,32,Critical,27,35,P016,
V0128,CVE-2025-1128,P128,Security Patch 128,A029,Asset 29,ERP,Web,9.4,0.64,1,0,2,4,4,1,3.5,3624.23,4.2,0.85,0.03,0.24,0.72,335,Critical,36,9,P075,
V0129,CVE-2025-1129,P129,Security Patch 129,A055,Asset 55,Endpoints,Gateway,4.6,0.85,1,0,3,3,3,1,3.0,2992.67,5.8,0.87,0.28,0.07,0.12,414,Critical,7,57,P033,
V0130,CVE-2025-1130,P130,Security Patch 130,A014,Asset 14,OT,API,6.9,0.58,1,1,5,1,2,0,4.9,1669.91,3.9,0.84,0.26,0.15,0.41,104,High,43,30,P106,P015
V0131,CVE-2025-1131,P131,Security Patch 131,A048,Asset 48,OT,Gateway,7.7,0.84,1,0,1,2,3,0,4.9,291.11,0.6,0.66,0.12,0.37,0.4,69,High,37,24,,
V0132,CVE-2025-1132,P132,Security Patch 132,A058,Asset 58,DataLake,API,5.7,0.24,1,0,5,3,5,1,7.0,4464.81,1.2,0.74,0.38,0.64,0.16,125,High,38,41,P013,P086
